Gene_name	Comment	Keyword
SLC9A6	Most normal tissues showed moderate to strong cytoplasmic positivity, with a granular or distinct dot like pattern. Intercalated discs of heart were moderately stained. Ciliated cells of fallopian tube were strongly stained. Breast, placental trophoblasts, glial cells, cerebellum and adipocytes were weakly stained or generally negative.	Cilia
SLC9A7	Most normal tissues showed weak to moderate cytoplasmic and occasional membranous staining. Fallopian tube and bronchus displayed strong positivity in cilia while renal tubules displayed strong cytoplasmic staining. Islets of Langerhans, cells in glomeruli, trophoblastic cells, prostate, Purkinje cells, hematopoietic cells and myocytes were negative.	Cilia
SMAD4	Mainly localized to the nucleoplasm & cytosol. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
SMAD7	centrosome,centrosome	Centrosome
SMIM18	Mainly localized to the nucleoplasm. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
SMIM24	Strong staining was observed in brush border of intestinal tract and renal proximal tubules, and in stereocilia of epididymis. Ovarian follicles showed strong cytoplasmic staining. Respiratory and squamous epithelia, stomach and hepatocytes showed moderate cytoplasmic positivity. Remaining normal tissues were mainly negative.	Cilia
SMIM34A	Leydig cells displayed strong nuclear positivity. Gall bladder, exocrine pancreas, adrenal cortex and bone marrow poietic cells were moderately stained. Ciliated cells showed additional distinct membranous staining. Remaining normal cells were in general weakly stained or negative.	Cilia
SMIM34B	Leydig cells displayed strong nuclear positivity. Gall bladder, exocrine pancreas, adrenal cortex and bone marrow poietic cells were moderately stained. Ciliated cells showed additional distinct membranous staining. Remaining normal cells were in general weakly stained or negative.	Cilia
SNAP29	centrosome	Centrosome
SNAP91	Localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
SNCG	Mainly localized to the centrosome. In addition localized to the nuclear bodies.,centrosome,centrosome	Centrosome
SNRNP200	Most normal tissues displayed moderate nuclear staining, additional cytoplasmic staining was also seen in many tissues. Gastro intestinal tract, urothelium, cells in ductus seminiferus, trophoblasts in placenta, ciliated cells in respiratory epithelium and fallopian tube showed strong immunoreactivity. Liver and myocytes were negative or weakly stained.	Cilia
SNTN	Selective expression in cilia.,Cilia of respiratory epithelial cells and fallopian tube were moderately to strongly stained. Weak cytoplasmic, nuclear and membranous staining was observed in gastric glands while renal proximal tubules displayed moderate membranous positivity. Remaining normal tissues were negative.,Cilia were strongly stained in respiratory epithelia and fallopian tube. Remaining normal tissues were negative.	Cilia
SORBS1	Mainly localized to the focal adhesion sites. In addition localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
SP140L	Few glands in stomach displayed strong cytoplasmic immunoreactivity. Rare myocytes in heart showed moderate nuclear positivity. Cilia in fallopian tubes and nasopharynx were weakly stained. Other normal tissues were negative.	Cilia
SP6	Mainly localized to the nucleoplasm. In addition localized to the centrosome & mitotic spindle.,centrosome,centrosome,centrosome	Centrosome
SPA17	Cytoplasmic expression in cells of seminiferous ducts and in cilia.,Strong cytoplasmic or membranous positivity was observed in testis seminiferous ducts and in ciliated cells of fallopian tube, epididymis and airway epithelia. Additional moderate to strong membranous staining was found in a few more tissues, including intestinal microvilli and cells in kidney.	Cilia
SPACA9	Disticnt expression in flagella and cilia.,Strong positivity was displayed in cilia in fallopian tube and respiratory epithelia and flagella in testis. Remaining normal tissues were negative.,Cilia in respiratory epithelia, fallopian tube and a subset of uterine gland were strongly stained. Squamous epithelia and intestinal glands displayed weak cytoplasmic positivity while small intestine exhibited moderate staining. Remaining normal tissues were negative.<br>Disticnt expression in flagella and cilia.,Strong positivity was displayed in cilia in fallopian tube and respiratory epithelia and flagella in testis. Remaining normal tissues were negative.<br>Disticnt expression in flagella and cilia.,Strong positivity was displayed in cilia in fallopian tube and respiratory epithelia and flagella in testis. Remaining normal tissues were negative.,Cilia in respiratory epithelia, fallopian tube and a subset of uterine gland were strongly stained. Squamous epithelia and intestinal glands displayed weak cytoplasmic positivity while small intestine exhibited moderate staining. Remaining normal tissues were negative.<br>Disticnt expression in flagella and cilia.,Strong positivity was displayed in cilia in fallopian tube and respiratory epithelia and flagella in testis. Remaining normal tissues were negative.	Cilia<br>Cilia<br>Flagella<br>Flagella
SPAG1	Cytoplasmic expression in seminiferous ducts and in ciliated cells of the respiratory tract, fallopian tube, uterus and efferent ducts of epididymis.,Strong staining was observed in gastric mucosa, adrenal cortex and seminal vesicle. The gall bladder and ciliated cells exhibited moderate staining. A majority of normal tissues displayed weak cytoplasmic staining occasionally combined with nuclear positivity or were negative.	Cilia
SPAG17	Distinct expression in cilia in fallopian tube and respiratory tract. Also expressed in seminiferous ducts.,Distinc staining of cilia was observed in fallopian and respiratory epithelia showed. Subsets of immune cells showed moderate to strong cytoplasmic positivity. Other cell types were weakly stained or negative.,Distinct positivity was observed in cilia in fallopian tube and respiratory epithelia. Essentially all normal tissues were negative.	Cilia
SPAG6	Selective expression in cilia in several tissues.,Strong cilia positivity was displayed in respiratory epithelial cells and glandular cells of fallopian tube, while ependymal cells of the lateral ventricle showed cytoplasmic staining. Spermatids, spermatocytes and flagella of spermatozoa showed moderate cytoplasmic positivity.  Essentially all remaining cells were weakly stained or negative.<br>Strong cilia positivity was displayed in respiratory epithelial cells and glandular cells of fallopian tube, while ependymal cells of the lateral ventricle showed cytoplasmic staining. Spermatids, spermatocytes and flagella of spermatozoa showed moderate cytoplasmic positivity.  Essentially all remaining cells were weakly stained or negative.<br>Selective expression in cilia in several tissues.,Strong cilia positivity was displayed in respiratory epithelial cells and glandular cells of fallopian tube, while ependymal cells of the lateral ventricle showed cytoplasmic staining. Spermatids, spermatocytes and flagella of spermatozoa showed moderate cytoplasmic positivity.  Essentially all remaining cells were weakly stained or negative.<br>Strong cilia positivity was displayed in respiratory epithelial cells and glandular cells of fallopian tube, while ependymal cells of the lateral ventricle showed cytoplasmic staining. Spermatids, spermatocytes and flagella of spermatozoa showed moderate cytoplasmic positivity.  Essentially all remaining cells were weakly stained or negative.	Cilia<br>Cilia<br>Flagella<br>Flagella
SPAG8	Cytoplasmic expression in ciliated cells and cells in seminiferous ducts.,Cilia in respiratory epithelia and fallopian tube showed strong staining. Subset of cells in seminiferus ducts displayed moderate cytoplasmic immunoreactivity. Remaining tissues were in general negative.	Cilia
SPATA13	Gastrointestinal glands, adrenal cortex, renal tubules and subsets of neuronal cells displayed strong cytoplasmic positivity. Cilia in respiratory epithelia and fallopian tube were distinctly stained. Glial cells, breast, prostate, hematopoietic cells and lymphoid tissues were generally negative. Remaining normal tissues displayed weak to moderate cytoplasmic positivity.	Cilia
SPATA17	Cytoplasmic expression in a subset of cells in seminiferous ducts and cilia expression in fallopian tube and respiratory tract.,Strong cilia staining was observed in fallopian tube and respiratory tract. Subsets of cells in seminiferous ducts showed strong cytoplasmic positivity. Moderate nuclear staining in neuronal cells. Remaining normal tissues were mainly negative.	Cilia
SPATA18	Expression mainly in ciliated cells of respiratory epithelium, fallopian tube and endometrium. Cytoplasmic expression in cells in seminiferous ducts.,Ciliated cells in respiratory epithelium and fallopian tube as well as a subset of cells in seminiferus ducts displayed strong cytoplasmic and membranous positivity. Gall bladder, exocrine pancreas, thyroid gland, adrenal cortical cells, placental trophoblastic cells and Leydig cells were moderately stained. Remaining normal tissues were weakly stained or negative.	Cilia
SPATA7	Cytoplasmic expression in spermatids and expression of ciliary rootlets in retina, fallopian tube and respiratory epithelia.,Strong cytoplasmic positivity was observed in a subset of cells in seminiferous  ducts while ciliated cells showed membranous staining. Remaining normal tissues were negative.	Cilia
SPEF1	Expression in cilia in fallopian tube, testis and respiratory epithelium.,Cilia in fallopian tube and respiratory epithelia, glandular cells in prostate and cells in seminiferous ducts showed moderate membranous or cytoplasmic staining. Other tissues were mainly negative.	Cilia
SPEF2	Expression in cilia of fallopian tube and respiratory epithelia.,Cilia in fallopian tube and in respiratory epithelia showed moderate to strong immunoreactivity. Remaining tissues were in general negative.,Cilia in fallopian tubes, respiratory epithelium and epididymis showed strong positivity. Renal tubules and salivary ducts exhibited weak to moderate cytoplasmic immunoreactivity. Other normal tissues were negative.	Cilia
SPHK1	The gastrointestinal tract, exocrine pancreas, renal tubules and parathyroid gland showed moderate cytoplasmic positivity. Cilia were distinctly stained in respiratory epithelia, epididymis and fallopian tube. Remaining normal cells were weakly stained or negative.	Cilia
SPI1	Moderate to strong nuclear immunoreactivity was displayed in hematopoietic cells, lymphoid cells, alveolar macrophages and Langerhans cells. Ciliated cells of respiratory epithelia and fallopian tube were strongly stained. Adrenal gland showed moderate cytoplasmic staining. Remaining normal tissues were mostly negative.	Cilia
SPICE1	Localized to the centrosome.,centrosome,centrosome	Centrosome
SPINK8	Ciliated cells in respiratory cells, fallopian tube and uterus displayed strong dot-like apical staining. Intestinal tract showed luminal membranous staining. Moderate cytoplasmic immunoreactivity was observed in adrenal gland, thyroid, urothelial cells, testis, fraction of neuronal cells, basal layer in squamous epithelia, smooth and skeletal muscle cells. Remaining normal cells were negative.	Cilia
SPPL2B	Mainly localized to the nucleoplasm & plasma membrane. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
SSTR4	A subset of hematopoietic cells and gastric glands showed moderate cytoplasmic positivity. Few cilia in respiratory epithelial cells of bronchus showed moderate staining. Neuropil and a few neuronal cells displayed weak immunoreactivity. Other normal tissues were negative.	Cilia
ST7L	Localized to the centrosome.,centrosome,centrosome	Centrosome
STAM	Normal tissues generally showed moderate cytoplasmic staining. The thyroid displayed strong positivity. Renal tubules and parathyroid displayed additional membranous positivity. Cilia showed distinct staining. Pneumocytes, renal glomeruli, glial cells, smooth and skeletal muscle cells were negative.	Cilia
STAT5A	Most normal tissues displayed weak to moderate cytoplasmic positivity. Additional strong membranous staining was exhibited in ciliated cells. Lung, liver, pancreas, glial cells, neurons, smooth muscle and adipocytes were negative.	Cilia
STAT5B	Most normal tissues displayed weak to moderate cytoplasmic positivity. Additional strong membranous staining was exhibited in ciliated cells. Lung, liver, pancreas, glial cells, neurons, smooth muscle and adipocytes were negative.	Cilia
STK26	Mainly localized to the nucleoplasm. In addition localized to the cytosol, the Golgi apparatus & centrosome.,centrosome,centrosome	Centrosome
STK32A	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
STMND1	Highly expressed in ciliated cells in fallopian tube and respiratory epithelia.,Strong ciliary positivity was observed in respiratory epithelial cells and fallopian tube. Remaining normal tissues were weakly stained or negative.	Cilia
STOM	Most normal tissues were weakly stained or negative. Moderate cytoplasmic staining was observed in small intestine, liver, kidney and subsets of cells in lymphoid tissues. Gallbladder, epididymis and respiratory epithelia showed moderate luminal membranous or cilia positivity.	Cilia
STOML3	Expressed in cilia in female tissues and respiratory tract.,Moderate to strong cilia staining was observed in bronchus, nasopharynx, endometrium, endocervix and fallopian tube. Essentially all remaining normal tissues were negative.	Cilia
SUGCT	Most normal tissues displayed moderate cytoplasmic positivity. Strong staining was observed in renal tubules, respiratory epithelial and seminiferous duct cells. Cilia in fallopian tube showed distinct staining.	Cilia
SYNJ1	Mainly localized to the nucleoplasm & cytosol. In addition localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
TAF1L	Strong membranous positivity was displayed in epididymis. Ciliated cells of respiratory epithelia and fallopian tube were moderately stained. Distal tubules showed moderate cytoplasmic, nuclear and membranous immunoreactivity. Subset of cells in hematopoietic cells and renal glomeruli showed moderate cytoplasmic positivity while moderate membranous staining was observed in heart myocytes. Remaining normal tissues were negative.	Cilia
TAGLN	Smooth muscle and myoepithelial cells exhibited strong cytoplasmic positivity. Cilia and the bruch border in parts of the intestine showed moderate positivity. Remaining normal tissues were generally negative.	Cilia
TAMM41	Ciliated cell sin respiratory epithelium and fallopian tube displayed moderate cytoplasmic positivity. A subset of cells in endometrial glands were moderately stained. Other normal tissues were in general negative.	Cilia
TASP1	Parietal cells of stomach showed strong cytoplasmic positivity while strong membranous staining was observed in renal tubules and trophoblastic cells. Transitional epithelia, intestinal tract, glandular cells in male genital tract, lymphoid tissues, cilia in airway epithelium and fallopian tube displayed moderate cytoplasmic and occasional membranous staining. Remaining normal tissues were mainly negative.	Cilia
TBC1D31	Localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
TBX15	Mainly localized to the nucleoplasm. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
TCEA2	Localized to the nucleoplasm & centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
TCEAL3	Cytoplasmic expression in spermatids of seminiferous ducts, brain and ciliated cells in fallopian tube and respiratory tract.	Cilia
TCEAL9	Moderate cytoplasmic staining in several tissues. Strong staining in pancreas, thyroid gland, cilia in fallopian tube and respiratory epithelia and in subsets of cells in gastrointestinal tract. Squamous epithelia, mesenchymal cells and lymphoid cells were generally negative.	Cilia
TCHP	Ciliated cells, the intestine, hepatocytes, gallbladder, renal tubules and placental trophoblasts showed distinct membranous positivity. Neurons and a fraction of glial cells showed moderate staining in nuclear membranes. Remaining normal cells were weakly stained or negative.<br>Localized to the plasma membrane, cytosol & centrosome.,centrosome,centrosome,centrosome<br>Ciliated cells, the intestine, hepatocytes, gallbladder, renal tubules and placental trophoblasts showed distinct membranous positivity. Neurons and a fraction of glial cells showed moderate staining in nuclear membranes. Remaining normal cells were weakly stained or negative.<br>Localized to the plasma membrane, cytosol & centrosome.,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
TCTEX1D4	Distinct expression in cilia in fallopian tube and bronchus.,Moderate positivity was displayed in cilia of bronchus and fallopian tube. Remaining normal tissues were negative.	Cilia
TCTN2	Cytoplasmic expression in several cell types. Distinct expression in cilia in fallopian tube and respiratory epithelia.	Cilia
TCTN3	Moderate to strong cytoplasmic positivity was observed in gastrointestinal glands, placenta, fallopian tube and muscle cells. Ciliated cells showed distinct membranous staining.	Cilia
TDO2	Normal tissues generally showed weak to moderate cytoplasmic staining. Cilia in respiratory epithelium and fallopian tube were distinctly stained. The adrenal gland, thyroid, skeletal and smooth muscle cells exhibited strong positivity. Lymphoid tissues and glial cells were weakly stained or negative.	Cilia
TDRKH	Mainly localized to the cytosol. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
TECPR2	centrosome	Centrosome
TEKT1	Ciliary and cytoplasmic expression in respiratory epithelial cells and fallopian tube.,Cilia in respiratory epithelia and fallopian tube was distinctly stained. Exocrine pancreas showed strong cytoplasmic staining. Remaining normal tissues showed weak to moderate cytoplasmic and nuclear staining or were negative.,Urothelial cells, prostate and epididymis showed strong granular cytoplasmic staining. The neuronal cells of cerebral cortex, hepatocytes, respiratory epithelium of nasopharynx, trophoblastic cells, salivary gland, seminal vesicle and uterine gland showed moderate positivity. Cilia of fallopian tube and and respiratory epithelium of bronchus showed strong positivity. Leydig cells showed moderate nuclear staining. Remaining normal tissues were weakly stained or negative.	Cilia
TEKT2	Expression in cilia of cells in fallopian tube and respiratory epithelia.,Most normal cells showed weak to moderate cytoplasmic positivity. Ciliated cells in airway epithelia and fallopian tube showed strong staining. Lymphoid tissues and bone marrow poietic cells were negative.	Cilia
TEKT3	Expression in cilia in respiratory epithelia and fallopian tube, and flagella in testis.,Cells in glomeruli showed moderate cytoplasmic and membranous staining. A fraction of trophoblastic cells showed strong membranous positivity. Smooth muscle displayed strong cytoplasmic immunoreactivity while skeletal myocytes showed moderate positivity. Cilia in respiratory epithelia and fallopian tube were distinctly stained. Remaining normal tissues were negative.<br>Expression in cilia in respiratory epithelia and fallopian tube, and flagella in testis.<br>Expression in cilia in respiratory epithelia and fallopian tube, and flagella in testis.,Cells in glomeruli showed moderate cytoplasmic and membranous staining. A fraction of trophoblastic cells showed strong membranous positivity. Smooth muscle displayed strong cytoplasmic immunoreactivity while skeletal myocytes showed moderate positivity. Cilia in respiratory epithelia and fallopian tube were distinctly stained. Remaining normal tissues were negative.<br>Expression in cilia in respiratory epithelia and fallopian tube, and flagella in testis.	Cilia<br>Cilia<br>Flagella<br>Flagella
TEKT4	Expressed in cilia in fallopian tube and respiratory epithelia and spermatid flagella.,Most normal tissues displayed weak to moderate cytoplasmic staining with additional nuclear positivity in few cases. Cilia were distinctly stained. Bile ducts, glial cells, lymphoid tissues and smooth muscle cells were negative.,Strong positivity was observed in cilia of fallopian tube, endometrium and respiratory epithelia, and flagella of late spermatids in testis. A few lymphoid cells displayed moderate cytoplasmic immunoreactivity with a granular pattern. Remaining normal tissues were mostly negative.<br>Expressed in cilia in fallopian tube and respiratory epithelia and spermatid flagella.,Strong positivity was observed in cilia of fallopian tube, endometrium and respiratory epithelia, and flagella of late spermatids in testis. A few lymphoid cells displayed moderate cytoplasmic immunoreactivity with a granular pattern. Remaining normal tissues were mostly negative.<br>Expressed in cilia in fallopian tube and respiratory epithelia and spermatid flagella.,Most normal tissues displayed weak to moderate cytoplasmic staining with additional nuclear positivity in few cases. Cilia were distinctly stained. Bile ducts, glial cells, lymphoid tissues and smooth muscle cells were negative.,Strong positivity was observed in cilia of fallopian tube, endometrium and respiratory epithelia, and flagella of late spermatids in testis. A few lymphoid cells displayed moderate cytoplasmic immunoreactivity with a granular pattern. Remaining normal tissues were mostly negative.<br>Expressed in cilia in fallopian tube and respiratory epithelia and spermatid flagella.,Strong positivity was observed in cilia of fallopian tube, endometrium and respiratory epithelia, and flagella of late spermatids in testis. A few lymphoid cells displayed moderate cytoplasmic immunoreactivity with a granular pattern. Remaining normal tissues were mostly negative.	Cilia<br>Cilia<br>Flagella<br>Flagella
TEX12	Moderate nuclear positivity was observed in cells in seminiferus ducts of testis. Moderate cytoplasmic positivity was observed in a subset of lymphoid cells outside reaction centra, glial cells, respiratory epithelia and ciliated cells in fallopian tube. Neuronal cells and cells in molecular layer of cerebellum were strongly stained. Remaining normal tissues were in general negative.	Cilia
TFAP2A	Strong nuclear positivity was observed in trophoblastic cells. Squamous epithelial cells, cilia in the respiratory epithelia and fallopian tubes were moderate stained. Remaining cells were in general weakly stained or negative.	Cilia
TGIF2	Mainly localized to the nucleoplasm. In addition localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
THAP6	Mainly localized to the centrosome. In addition localized to the nucleoplasm.,centrosome,centrosome,centrosome,centrosome	Centrosome
TLR10	Mainly localized to the cytosol. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
TM6SF2	Fallopian tubes showed strong cytoplasmic and cilia staining. Subset of cells in adrenal gland displayed strong cytoplasmic immunoreactivity. Subset of hematopoietic cells and neuropil were moderately stained. Remaining normal tissues were weakly stained or mostly negative.	Cilia
TMC3	centrosome	Centrosome
TMEM116	Normal tissues showed weak to moderate cytoplasmic positivity. Ciliated cells in respiratory epithelia and fallopian tube were distinctly stained. Colon, stomach, Purkinje cells and exocrine pancreas showed strong staining. Bile duct cells, cardiac myocytes, spleen and glial cells were mainly negative.	Cilia
TMEM117	Cilia in respiratory epithelium and fallopian tube displayed strong positivity. A fraction of cells in the small intestine showed strong cytoplasmic staining while heart and skeletal muscle were moderately stained. Remaining normal tissues were in general negative.	Cilia
TMEM132C	Localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
TMEM138	Cytoplasmic expression in most tissues, highly abundant in cilia.,Most of the normal tissues showed weak to moderate cytoplasmic immunoreactivity. Strong staining was observed in glomeruli whereas distinct staining of cilia was observed in respiratory epithelia and fallopian tube. Most cells of female genitalia, breast, glial cells, lymphoid tissues, urothelia, smooth and skeletal muscle cells were negative.	Cilia
TMEM158	Expression in several cell types, mainly in astrocytes, ciliated cells in fallopian tube and uterine tract and in smooth muscle cells.,Strong cytoplasmic positivity was observed in subsets of glial cells and processes in CNS, peripheral ganglion, smooth muscle cells and cilia in respiratory epithelium, fallopian tube and endometrium. Moderate cytoplasmic staining was observed in a few other tissues, including small intestines.	Cilia
TMEM161A	Normal tissues showed weak to moderate cytoplasmic positivity with additional membranous staining in several cases. Processes in CNS, and cilia in respiratory epithelia and fallopian tube were distinctly stained.	Cilia
TMEM169	Mainly localized to the nucleoplasm & cytosol. In addition localized to the centrosome.,centrosome,centrosome	Centrosome
TMEM170B	Localized to the centrosome.,centrosome,centrosome,centrosome,centrosome	Centrosome
TMEM171	Most of the normal cells showed weak to moderate cytoplasmic which in some cases was combined with nuclear staining. Ciliated cells and subsets of cells in seminiferus ducts were strongly stained. Pancreas, breast, glial cells, Purkinje cells and lymphoid tissues were negative.	Cilia
TMEM173	Ciliated cells, alveolar macrophages, squamous epithelia in tonsil and subsets of glandular cells in appendix were strongly stained. Normal tissues in general displayed weak to moderate cytoplasmic positivity. Adrenal cortex, glial cells, Purkinje cells, bile ducts and smooth muscle cells were negative.	Cilia
TMEM231	Expression in ciliated cells in fallopian tube, respiratory tract and endometrial glands.,Moderate to strong cytoplasmic positivity was observed in ciliated cells in fallopian tube, respiratory epithelia and endometrial glands, and also in neuronal cells. Most other cell types were weakly stained or negative.	Cilia
TMEM237	Cytoplasmic expression in several tissues. Distinct expression in cilia.,Cilia in respiratory epithelium and fallopian tubes showed strong staining. Salivary glands, intestine, exocrine pancreas, adrenal glands, cardiomyocytes and epididymis showed moderate cytoplasmic positivity. Other normal tissues were weakly stained or negative.,Most normal tissues showed weak to moderate cytoplasmic positivity with additional membranous staining in few. Cilia in fallopian tubes and respiratory epithelial cell in bronchus along with subset of renal tubules showed strong immunoreactivity. Cells in CNS, soft tissues, liver, trophoblasts, uterus, ovary and myocytes in skeletal muscles were in general negative.	Cilia
TMEM253	Strong cytoplasmic positivity was observed in basal layers of squamous epithelial cells. Small intestinal glands, gall bladder and hematopoietic cells were moderately stained. Ciliated cells of respiratory epithelia were moderately positive. Remaining normal tissues were weakly stained or negative.	Cilia
TMEM63C	Localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
TMEM86B	Mainly localized to the centrosome. In addition localized to the midbody.,centrosome,centrosome,centrosome	Centrosome
TNK2	Normal tissues generally showed moderate to strong cytoplasmic staining. Ciliated cells displayed strong cytoplasmic and membranous positivity. Bile duct cells and glial cells were weakly stained or negative.	Cilia
TPPP3	Cytoplasmic and nuclear expression in ependymal cells, in a subset of glial cells, in ciliated cells in fallopian tube, endometrium and respiratory epithelium.	Cilia
TRAF3IP1	Cytoplasmic expression in most tissues, including cilia.,Moderate to strong cytoplasmic and membranous positivity was displayed in stomach, hepatocytes, exocrine pancreas, adrenal gland, renal tubules, testis, Purkinje cells and muscle tissues. Ciliated cells of respiratory epithelia and fallopian tube were strongly stained. Remaining normal tissues were weakly stained or negative.,Normal tissues showed weak to moderate cytoplasmic staining. Salivary gland, stomach, subsets of renal tubules and cells in seminiferous ducts showed strong positivity. Cilia in respiratory epithelium and fallopian tube were strongly stained.	Cilia
TRANK1	Distinct luminal expression of ciliated cells in fallopian tube and respiratory epithelia. Cytoplasmic expression in several tissues.,Cilia in fallopian tube and respiratory epithelia displayed strong positivity. Ductal cells in the salivary gland displayed strong cytoplasmic staining while the adrenal gland, breast, liver and parathyroid were moderately positive. Remaining normal tissues were in general negative.	Cilia
TRDMT1	Mainly localized to the nucleoli. In addition localized to the nucleoplasm & centrosome.,centrosome,centrosome	Centrosome
TREH	Moderate cytoplasmic positivity was displayed in hepatocytes, renal tubules and glandular cells of cervix. Luminal membranous staining was observed in small intestinal glands. Subset of ciliated cells in fallopian tube were moderately stained. Remaining normal tissues were weakly stained or mostly negative.	Cilia
TRIM2	Localized to the centrosome.,centrosome,centrosome,centrosome	Centrosome
TRIM34	Mainly localized to the centrosome. In addition localized to the nucleoli.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Centrosome
TRIM38	Mainly localized to the centrosome. In addition localized to the plasma membrane & cell junctions.,centrosome,centrosome,centrosome,centrosome	Centrosome
TRIM6-TRIM34	Mainly localized to the centrosome. In addition localized to the nucleoli.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Centrosome
TRIM65	Normal tissues showed weak to moderate cytoplasmic and occasional membranous staining. Intestinal and purkinje cells showed strong cytoplasmic staining. Ciliated cells and squamous epithelium of oral mucosa showed moderate cytoplasmic and membranous immunoreactivity. The liver, CNS, myocytes and reaction center cells of lymphoid tissues were negative or weakly stained.	Cilia
TRPV3	Mainly localized to the plasma membrane. In addition localized to the cytosol & centrosome.,centrosome,centrosome	Centrosome
TSEN2	Mainly localized to the nucleoplasm. In addition localized to the cytosol & centrosome.,centrosome,centrosome,centrosome	Centrosome
TSPYL1	Normal tissues generally displayed weak to moderate nuclear and nucleolar staining. Renal tubules, neuronal cells and decidual cells showed strong nuclear positivity while subsets of immune cells displayed strong cytoplasmic immunoreactivity. Cilia in airway epithelia and fallopian tube were distinctly positive. Glial cells, lung and liver were negative.	Cilia
TTBK2	Cytoplasmic expression in several tissues including cilia in fallopian tube and sperm in testis.,Weak cytoplasmic and occasionally nuclear positivity was observed in most normal tissues. Respiratory epithelia, gall bladder, epididymis, smooth muscle cells and ciliated cells in fallopian tube were moderately stained.	Cilia
TTC17	Most glandular, trophoblastic and urothelial cells, and cells in renal tubules showed moderate to strong cytoplasmic immunoreactivity. Additional membranous positivity was observed in several cases. Cilia of respiratory epithelium and fallopian tube, and stereocilia of epididymis were distinctly stained. Remaining normal tissues were weakly stained or negative.	Cilia
TTC21A	centrosome	Centrosome
TTC23	Trophoblastic cells showed strong cytoplasmic staining while ciliated cells showed strong cytoplasmic and membranous staining. Liver, stromal cells, pancreatic islets and most cells in CNS were negative. Normal tissues in general showed weak to moderate positivity.	Cilia
TTC23L	Strong nuclear positivity was displayed in cells in seminiferus ducts of testis. Cilia in bronchus was moderately stained. Adrenal gland and renal tubules showed moderate cytoplasmic immunoreactivity. Duodenum, epididymis, fallopian tube and salivary gland displayed weak membranous immunoreactivity. Remaining normal tissues were weakly stained or mostly negative.	Cilia
TTC25	Cytoplasmic expression in seminiferous ducts and distinct cilia expression in fallopian tube, endometrium and airway epithelia.,Strong staining was observed in cilia in fallopian tube, respiratory epithelia and endometrial glands. Moderate cytoplasmic positivity was displayed in subsets of cells in seminiferous ducts. Remaining cell types were weakly stained or negative.	Cilia
TTC26	Cytoplasmic expression in few tissues, distinct in cilia.	Cilia
TTC29	Expression in a few tissues, including ciliated cells in fallopian tube.,Respiratory epithelia, testis, hepatocytes, thyroid, seminal vesicles and gastrointestinal tract displayed weak to moderate cytoplasmic staining. Subset of fallopian tube cilia were distinctly stained. Remaining normal tissues were negative.	Cilia
TTC30A	Expression in cilia in respiratory epithelium, fallopian tube and uterus with additional cytoplasmic expression in testis.,Ciliated cells in respiratory epithelia and fallopian tube were strongly stained. Renal glomeruli showed moderate membranous staining. Hematopoietic cells exhibited strong cytoplasmic immunoreactivity. Cells in seminiferus ducts of testis and follicle cells were moderately stained. Remaining normal tissues were weakly stained or negative.,Cilia in the respiratory epithelia, fallopian tubes and epididymis were distinctly stained. A subset of cells in seminiferous ducts showed moderate cytoplasmic positivity. Remaining normal tissues were negative.<br>Localized to the nucleoplasm & centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome<br>Expression in cilia in respiratory epithelium, fallopian tube and uterus with additional cytoplasmic expression in testis.,Ciliated cells in respiratory epithelia and fallopian tube were strongly stained. Renal glomeruli showed moderate membranous staining. Hematopoietic cells exhibited strong cytoplasmic immunoreactivity. Cells in seminiferus ducts of testis and follicle cells were moderately stained. Remaining normal tissues were weakly stained or negative.,Cilia in the respiratory epithelia, fallopian tubes and epididymis were distinctly stained. A subset of cells in seminiferous ducts showed moderate cytoplasmic positivity. Remaining normal tissues were negative.<br>Localized to the nucleoplasm & centrosome.Caution: Based on antibodies targeting proteins from multiple genes.,centrosome,centrosome,centrosome,centrosome	Cilia<br>Cilia<br>Centrosome<br>Centrosome
