Gene_name,row_names,Publication,Gene_ID,Pub_number
SPEF1,26844,Marshall et al.,Spef1,55
SPEF2,26845,Alexander E. Ivliev et al,SPEF2,8
SPEF2,26846,Cilia Carta (TJP van Dam et al.),SPEF2,13
SPEF2,26847,Dey G et al.,SPEF2,14
SPEF2,26848,GO CC Cilium,SPEF2,15
SPEF2,26849,Lambacher N. et al.,SPEF2,17
SPEF2,26850,Mayer et al. 2009,SPEF2,19
SPEF2,26851,Ostrowski et al.,BAB21861,20
SPEF2,26852,Ross et al.,SPEF2,22
SPEF2,26853,Semil P. Choksi et al.,SPEF2,23
SPEF2,26854,SYSCILIA Gold Standard (van Dam TJ et al.),SPEF2,24
SPEF2,26855,Monika-Abedin-Sigg et al.,SPEF2,30
SPEF2,26856,Broadhead et al.,SPEF2,32
SPEF2,26857,Geremek M. et al. 2014,SPEF2,42
SPEF2,26858,Fritz-Laylin L.K. et Cande,SPEF2,49
SPEF2,26859,Mayer et al. 2008,SPEF2,51
SPEF2,26860,Marshall et al.,Spef2,55
SPEF2,26861,Roosing et al.,SPEF2,57
SPEG,26862,McClintock et al.,SPEG,29
SPEG,26863,Monika-Abedin-Sigg et al.,SPEG,30
SPEN,26864,Laurençon et al.,SPEN,7
SPESP1,26866,Alexander E. Ivliev et al,SPESP1,8
SPG11,26867,Fritz-Laylin L.K. et Cande,SPG11,49
SPG21,26869,Marshall et al.,Spg21,55
SPG7,26870,Blacque et al._xbox,Y73B3A.21,54
SPHK1,26871,Ross et al.,SPHK1,22
SPHKAP,26872,Liu et al.,SPHKAP,28
SPICE1,26873,Alexander E. Ivliev et al,SPICE1,8
SPICE1,26874,Andersen et al.,NP_653319,9
SPICE1,26875,Liu et al.,SPICE1,28
SPICE1,26876,Nogales-Cadenas R. et al.,ENSG00000163611,46
SPICE1,26877,Marshall et al.,Spice1,55
SPINK1,26878,Semil P. Choksi et al.,SPINK1,23
SPINK2,26879,Ramona A. Hoh et al.,SPINK2,31
SPINK7,26880,Ross et al.,SPINK7,22
SPINK7,26881,Nogales-Cadenas R. et al.,ENSG00000145879,46
SPIRE1,26882,Alexander E. Ivliev et al,SPIRE1,8
SPIRE1,26883,Karsten Boldt et al.,SPIRE1,16
SPIRE1,26884,Ramona A. Hoh et al.,SPIRE1,31
SPN,26885,Bechstedt et al.,SPN,5
SPN,26886,Ramona A. Hoh et al.,SPN,31
SPOCK1,26887,Ross et al.,SPOCK1,22
SPOCK3,26888,Ross et al.,SPOCK3,22
SPON1,26889,Laurençon et al.,SPON1,7
SPON2,26890,Alexander E. Ivliev et al,SPON2,8
SPOP,26891,Phirke et al.,SPOP,3
SPOP,26892,Blacque et al._xbox,C50C3.8,54
SPOPL,26893,Alexander E. Ivliev et al,SPOPL,8
SPOPL,26894,Li et al.,SPOPL,18
SPP1,26895,Bechstedt et al.,SPP1,5
SPP2,26896,Gabrielle Wheway,SPP2,27
SPPL2A,26897,Ross et al.,SPPL2A,22
SPPL2B,26898,Alexander E. Ivliev et al,SPPL2B,8
SPPL2B,26899,McClintock et al.,SPPL2B,29
SPR,26900,Li et al.,SPR,18
SPR,26901,Liu et al.,SPR,28
SPR,26902,McClintock et al.,SPR,29
SPR,26903,Monika-Abedin-Sigg et al.,SPR,30
SPRED2,26904,Gabrielle Wheway,SPRED2,27
SPRR1A,26905,Ross et al.,SPRR1A,22
SPRR1B,26906,Ross et al.,SPRR1B,22
SPRR2A,26907,Karsten Boldt et al.,SPRR2A,16
SPRR2B,26908,Ross et al.,SPRR2B,22
SPRR2D,26909,Karsten Boldt et al.,SPRR2D,16
SPRR3,26910,Ross et al.,SPRR3,22
SPRTN,26911,Li et al.,SPRTN,18
SPRTN,26912,McClintock et al.,SPRTN,29
SPRYD3,26913,Monika-Abedin-Sigg et al.,SPRYD3,30
SPSB3,26914,Gabrielle Wheway,SPSB3,27
SPSB4,26915,McClintock et al.,SPSB4,29
SPSB4,26916,Marshall et al.,Spsb4,55
SPSB4,26917,Blacque et al._xbox,Y46E12BL.4,54
SPTA1,26919,Liu et al.,SPTA1,28
SPTAN1,26920,Hannah Müller et al.,SPTAN1,6
SPTAN1,26921,Alexander E. Ivliev et al,SPTAN1,8
SPTAN1,26922,Andersen et al.,SPTAN1,9
SPTAN1,26923,Andersen et al.,SPTAN1,9
SPTAN1,26924,Bayesian (TJP van Dam et al.),SPTAN1,11
SPTAN1,26925,Cilia Carta (TJP van Dam et al.),SPTAN1,13
SPTAN1,26926,SYSCILIA Gold Standard (van Dam TJ et al.),SPTAN1,24
SPTAN1,26927,Gabrielle Wheway,SPTAN1,27
SPTAN1,26928,Liu et al.,SPTAN1,28
SPTB,26929,Liu et al.,SPTB,28
SPTBN1,26930,Andersen et al.,SPTBN1,9
SPTBN1,26931,Andersen et al.,SPTBN1,9
SPTBN1,26932,Mayer et al. 2009,SPTBN1,19
SPTBN1,26933,Ross et al.,SPTBN1,22
SPTBN1,26934,Liu et al.,SPTBN1,28
SPTBN1,26935,McClintock et al.,SPTBN1,29
SPTBN1,26936,Mayer et al. 2008,SPTBN1,51
SPTBN2,26937,Liu et al.,SPTBN2,28
SPTBN4,26938,Liu et al.,SPTBN4,28
SPTBN5,26939,Phirke et al.,SPTBN5,3
SPTBN5,26940,Hannah Müller et al.,SPTBN5,6
SPTBN5,26941,Cilia Carta (TJP van Dam et al.),SPTBN5,13
SPTBN5,26942,GO CC Cilium,SPTBN5,15
SPTBN5,26943,SYSCILIA Gold Standard (van Dam TJ et al.),SPTBN5,24
SPTBN5,26944,Fritz-Laylin L.K. et Cande,SPTBN5,49
SPTBN5,26945,Blacque et al._sage,R31.1,59
SPTLC1,26946,SYSCILIA Gold Standard (van Dam TJ et al.),SPTLC1,24
SPTLC1,26947,McClintock et al.,SPTLC1,29
SPTLC1,26948,Blacque et al._xbox,C23H3.4,54
SPTLC2,26949,Gabrielle Wheway,SPTLC2,27
SPTLC2,26950,Blacque et al._xbox,T22G5.5,54
SPTLC3,26951,Marshall et al.,Sptlc3,55
SQLE,26952,Alexander E. Ivliev et al,SQLE,8
SQLE,26953,Ross et al.,SQLE,22
SQLE,26954,Marshall et al.,Sqle,55
SQOR,26955,Kilburn et al.,SQRDL,1
SQSTM1,26956,Kilburn et al.,SQSTM1,1
SQSTM1,26957,Arnaiz O. et al.,GSPATT00031144001,53
SRA1,26958,May et al.,Sra1,56
SRBD1,26959,Efimenko et al.,SRBD1,2
SRBD1,26960,Laurençon et al.,SRBD1,7
SRBD1,26961,McClintock et al.,SRBD1,29
SRC,26962,Liu et al.,SRC,28
SRC8,26963,David U. Mick et al.,SRC8,26
SRCAP,9538,Karsten Boldt et al.,EAF1,16
SRCAP,26964,Phirke et al.,SRCAP,3
SRCAP,26965,Pazour et al.,SRCAP,21
SRD5A1,26966,Gabrielle Wheway,SRD5A1,27
SRD5A1,26967,McClintock et al.,SRD5A1,29
SRD5A1,26968,Blacque et al._xbox,F42F12.3,54
SRD5A2,26969,Alexander E. Ivliev et al,SRD5A2,8
SRD5A2,26970,Ross et al.,SRD5A2,22
SRD5A3,26971,McClintock et al.,SRD5A3,29
SRD5A3,26972,Blacque et al._xbox,B0024.13b,54
SREBF1,26973,Ross et al.,SREBF1,22
SREBF1,26974,McClintock et al.,SREBF1,29
SREBF2,26975,Gabrielle Wheway,SREBF2,27
SREBF2,26976,Blacque et al._xbox,Y47D3B.7,54
SREK1,26977,Alexander E. Ivliev et al,SREK1,8
SRF,26978,McClintock et al.,SRF,29
SRF,26979,Blacque et al._xbox,D1081.2,54
SRGAP2,26980,Karsten Boldt et al.,SRGAP2,16
SRGAP2,26981,Geremek M. et al. 2014,SRGAP2,42
SRGAP3,26982,Alexander E. Ivliev et al,SRGAP3,8
SRGAP3,26983,Bayesian (TJP van Dam et al.),SRGAP3,11
SRGAP3,26984,Cilia Carta (TJP van Dam et al.),SRGAP3,13
SRGAP3,26985,Liu et al.,SRGAP3,28
SRGAP3,26986,Geremek M. et al. 2014,SRGAP3,42
SRGAP3-AS2,26987,Ross et al.,SRGAP3-AS2,22
SRGN,26988,Nogales-Cadenas R. et al.,ENSG00000122862,46
SRI,26989,Alexander E. Ivliev et al,SRI,8
SRI,26990,Ostrowski et al.,P30626,20
SRI,26991,Liu et al.,SRI,28
SRI,26992,McClintock et al.,SRI,29
SRI,26993,Monika-Abedin-Sigg et al.,SRI,30
SRI,26994,Geremek M. et al. 2011,SRI,41
SRI,26995,May et al.,Sri,56
SRM,26996,Karsten Boldt et al.,SRM,16
SRM,26997,Pazour et al.,SRM,21
SRM,26998,McClintock et al.,SRM,29
SRM,26999,Monika-Abedin-Sigg et al.,SRM,30
SRP14,27000,Alexander E. Ivliev et al,SRP14,8
SRP14,27001,Liu et al.,SRP14,28
SRP14,27002,McClintock et al.,SRP14,29
SRP14,27003,Blacque et al._xbox,F25G6.8,54
SRP19,27004,Liu et al.,SRP19,28
SRP54,27005,Gabrielle Wheway,SRP54,27
SRP54,27006,Liu et al.,SRP54,28
SRP68,27007,Karsten Boldt et al.,SRP68,16
SRP68,27008,Liu et al.,SRP68,28
SRP68,27009,McClintock et al.,SRP68,29
SRP72,27010,Andersen et al.,SRP72,9
SRP72,27011,Andersen et al.,SRP72,9
SRP72,27012,Liu et al.,SRP72,28
SRPK1,27013,Gabrielle Wheway,SRPK1,27
SRPK1,27014,Liu et al.,SRPK1,28
SRPK1,27015,Marshall et al.,Srpk1,55
SRPK2,27016,Monika-Abedin-Sigg et al.,SRPK2,30
SRPRA,27017,Liu et al.,SRPRA,28
SRPRB,27018,Mayer et al. 2009,SRPRB,19
SRPRB,27019,Ross et al.,SRPRB,22
SRPRB,27020,Liu et al.,SRPRB,28
SRPRB,27021,Mayer et al. 2008,SRPRB,51
SRPRB,27022,Arnaiz O. et al.,GSPATT00028715001,53
SRPX,27023,Alexander E. Ivliev et al,SRPX,8
SRPX,27024,Lambacher N. et al.,SRPX,17
SRPX,27025,Ross et al.,SRPX,22
SRPX2,27026,Ross et al.,SRPX2,22
SRR,14418,Ostrowski et al.,P00927,20
SRR,27027,Alexander E. Ivliev et al,SRR,8
SRR,27028,David U. Mick et al.,SRR,26
SRR,27029,Monika-Abedin-Sigg et al.,SRR,30
SRRM1,27030,Gabrielle Wheway,SRRM1,27
SRRM1,27031,McClintock et al.,SRRM1,29
SRRM2,27032,Blacque et al._xbox,Y57A10A.19,54
SRRM4,27033,Alexander E. Ivliev et al,SRRM4,8
SRRT,27034,Pazour et al.,SRRT,21
SRRT,27035,Gabrielle Wheway,SRRT,27
SRRT,27036,McClintock et al.,SRRT,29
SRRT,27037,Marshall et al.,Srrt,55
SRSF1,25521,Mayer et al. 2008,SFRS1,51
SRSF1,27038,Andersen et al.,SRSF1,9
SRSF1,27039,Andersen et al.,SRSF1,9
SRSF1,27040,Gabrielle Wheway,SRSF1,27
SRSF10,27041,Liu et al.,SRSF10,28
SRSF12,27042,Karsten Boldt et al.,SRSF12,16
SRSF2,27043,Gabrielle Wheway,SRSF2,27
SRSF2,27044,Liu et al.,SRSF2,28
SRSF3,27045,Phirke et al.,SRSF3,3
SRSF3,27046,Avidor-Reiss et al.,SRSF3,4
SRSF3,27047,Andersen et al.,SRSF3,9
SRSF3,27048,Andersen et al.,SRSF3,9
SRSF3,27049,Karsten Boldt et al.,SRSF3,16
SRSF3,27050,Gabrielle Wheway,SRSF3,27
SRSF3,27051,Liu et al.,SRSF3,28
SRSF4,27052,Efimenko et al.,SRSF4,2
SRSF4,27053,Blacque et al._xbox,W02B12.2,54
SRSF5,27054,Karsten Boldt et al.,SRSF5,16
SRSF6,27055,Karsten Boldt et al.,SRSF6,16
SRSF6,27056,Ross et al.,SRSF6,22
SRSF6,27057,McClintock et al.,SRSF6,29
SRSF6,27058,Blacque et al._xbox,W02B12.3c,54
SRSF7,27059,Alexander E. Ivliev et al,SRSF7,8
SRSF7,27060,Karsten Boldt et al.,SRSF7,16
SRSF7,27061,Pazour et al.,SRSF7,21
SRSF7,27062,Ross et al.,SRSF7,22
SRSF7,27063,SYSCILIA Gold Standard (van Dam TJ et al.),SRSF7,24
SRSF7,27064,Liu et al.,SRSF7,28
SRXN1,27065,McClintock et al.,SRXN1,29
SSB,27066,Kilburn et al.,SSB,1
SSB,27067,Alexander E. Ivliev et al,SSB,8
SSB,27068,Karsten Boldt et al.,SSB,16
SSB,27069,Liu et al.,SSB,28
SSBP1,27070,Hannah Müller et al.,SSBP1,6
SSBP2,27071,Karsten Boldt et al.,SSBP2,16
SSBP2,27072,Lambacher N. et al.,SSBP2,17
SSBP3,27073,Andersen et al.,NP_060540,9
SSBP3,27074,Marshall et al.,Ssbp3,55
SSBP4,27075,Alexander E. Ivliev et al,SSBP4,8
SSBP4,27076,Gabrielle Wheway,SSBP4,27
SSC5D,27077,Monika-Abedin-Sigg et al.,SSC5D,30
SSNA1,27078,Andersen et al.,SSNA1,9
SSNA1,27079,Andersen et al.,SSNA1,9
SSNA1,27080,Cilia Carta (TJP van Dam et al.),SSNA1,13
SSNA1,27081,Dey G et al.,SSNA1,14
SSNA1,27082,GO CC Cilium,SSNA1,15
SSNA1,27083,Karsten Boldt et al.,SSNA1,16
SSNA1,27084,Li et al.,SSNA1,18
SSNA1,27085,Pazour et al.,SSNA1,21
SSNA1,27086,SYSCILIA Gold Standard (van Dam TJ et al.),SSNA1,24
SSNA1,27087,McClintock et al.,SSNA1,29
SSNA1,27088,Monika-Abedin-Sigg et al.,SSNA1,30
SSNA1,27089,Broadhead et al.,SSNA1,32
SSNA1,27090,Merchant et al.,SSNA1,35
SSNA1,27091,Nogales-Cadenas R. et al.,ENSG00000176101,46
SSNA1,27092,Fritz-Laylin L.K. et Cande,SSNA1,49
SSNA1,27093,Marshall et al.,Ssna1,55
SSNA1,27094,Keller et al.,NP_003722.,33
SSNA1,27095,Hodges ME. et al.,DIP13,38
SSPN,27096,Gabrielle Wheway,SSPN,27
SSPOP,27097,Pazour et al.,SSPO,21
SSR1,27098,Liu et al.,SSR1,28
SSR1,27099,Monika-Abedin-Sigg et al.,SSR1,30
SSR2,27100,Efimenko et al.,SSR2,2
SSR2,27101,Hannah Müller et al.,SSR2,6
SSR2,27102,Monika-Abedin-Sigg et al.,SSR2,30
SSR4,27103,Laurençon et al.,SSR4,7
SSR4,27104,Liu et al.,SSR4,28
SSRP1,27105,Kilburn et al.,SSRP1,1
SSRP1,27106,Karsten Boldt et al.,SSRP1,16
SSRP1,27107,Liu et al.,SSRP1,28
SSRP1,27108,McClintock et al.,SSRP1,29
SST,27110,Alexander E. Ivliev et al,SST,8
SSTR1,27111,Efimenko et al.,SSTR1,2
SSTR1,27112,Blacque et al._xbox,T02E9.1,54
SSTR2,27113,Blacque et al._xbox,T02D1.6,54
SSTR3,27114,Cilia Carta (TJP van Dam et al.),SSTR3,13
SSTR3,27115,GO CC Cilium,SSTR3,15
SSTR3,27116,SYSCILIA Gold Standard (van Dam TJ et al.),SSTR3,24
SSTR3,27117,Gabrielle Wheway,SSTR3,27
SSTR4,27118,Gabrielle Wheway,SSTR4,27
SSTR5,27119,Blacque et al._xbox,F55E10.7,54
SSUH2,27120,Monika-Abedin-Sigg et al.,SSUH2,30
SSX2IP,27121,Cilia Carta (TJP van Dam et al.),SSX2IP,13
SSX2IP,27122,GO CC Cilium,SSX2IP,15
SSX2IP,27123,Lambacher N. et al.,SSX2IP,17
SSX2IP,27124,Semil P. Choksi et al.,SSX2IP,23
SSX2IP,27125,Nogales-Cadenas R. et al.,ENSG00000117155,46
SSX2IP,27126,Roosing et al.,SSX2IP,57
ST13,27127,Kilburn et al.,ST13,1
ST13,27128,Liu et al.,ST13,28
ST13,27129,McClintock et al.,ST13,29
ST13,27130,Broadhead et al.,ST13,32
ST13,27131,Blacque et al._xbox,T12D8.8,54
ST14,27132,Gabrielle Wheway,ST14,27
ST14,27133,Fritz-Laylin L.K. et Cande,ST14,49
ST14,27134,Marshall et al.,St14,55
ST18,27135,Gabrielle Wheway,ST18,27
ST3GAL4,27136,Ross et al.,ST3GAL4,22
ST3GAL6,27137,Alexander E. Ivliev et al,ST3GAL6,8
ST3GAL6,27138,Ross et al.,ST3GAL6,22
ST6GAL1,27140,Ross et al.,ST6GAL1,22
ST6GALNAC1,27141,Alexander E. Ivliev et al,ST6GALNAC1,8
ST6GALNAC2,27142,Alexander E. Ivliev et al,ST6GALNAC2,8
ST6GALNAC2,27143,Lambacher N. et al.,ST6GALNAC2,17
ST6GALNAC2,27144,Ross et al.,ST6GALNAC2,22
ST6GALNAC6,27145,Alexander E. Ivliev et al,ST6GALNAC6,8
ST7,27146,McClintock et al.,ST7,29
ST8SIA1,27147,Efimenko et al.,ST8SIA1,2
ST8SIA1,27148,Alexander E. Ivliev et al,ST8SIA1,8
ST8SIA1,27149,Gabrielle Wheway,ST8SIA1,27
ST8SIA4,27150,Alexander E. Ivliev et al,ST8SIA4,8
ST8SIA4,27151,Ross et al.,ST8SIA4,22
ST8SIA5,27152,Gabrielle Wheway,ST8SIA5,27
STAB1,27153,Semil P. Choksi et al.,STAB1,23
STAB2,27154,Pazour et al.,STAB2,21
STAC,27155,Alexander E. Ivliev et al,STAC,8
STAG3,27156,Alexander E. Ivliev et al,STAG3,8
STAG3L4,27157,Alexander E. Ivliev et al,STAG3L4,8
STAM,27158,Liu et al.,STAM,28
STAM2,27159,Alexander E. Ivliev et al,STAM2,8
STAM2,27160,Gabrielle Wheway,STAM2,27
STAM2,27161,May et al.,Stam2,56
STAR,27162,Alexander E. Ivliev et al,STAR,8
STAR,27163,McClintock et al.,STAR,29
STARD10,27164,McClintock et al.,STARD10,29
STARD10,27165,Blacque et al._xbox,T28D6.7,54
STARD13,27166,Laurençon et al.,STARD13,7
STARD13,27167,Karsten Boldt et al.,STARD13,16
STARD3,27168,McClintock et al.,STARD3,29
STARD3,27169,Blacque et al._xbox,F26F4.4,54
STARD3NL,27170,Karsten Boldt et al.,STARD3NL,16
STARD4,27171,Ross et al.,STARD4,22
STARD5,27172,Kim J. et al.,STARD5,44
STARD5,27173,Marshall et al.,Stard5,55
STARD9,27174,Alexander E. Ivliev et al,STARD9,8
STARD9,27175,Nogales-Cadenas R. et al.,ENSG00000159433,46
STAT3,27176,David U. Mick et al.,STAT3,26
STAT3,27177,Liu et al.,STAT3,28
STAT3,27178,Nogales-Cadenas R. et al.,ENSG00000168610,46
STAT4,27179,Ross et al.,STAT4,22
STAT4,27180,Gabrielle Wheway,STAT4,27
STAT5A,27181,Arnaiz O. et al.,GSPATT00027762001,53
STAT6,27182,McClintock et al.,STAT6,29
STATH,27183,Ross et al.,STATH,22
STAU1,27184,Alexander E. Ivliev et al,STAU1,8
STAU1,27185,Liu et al.,STAU1,28
STAU2,27186,Alexander E. Ivliev et al,STAU2,8
STAU2,27187,McClintock et al.,STAU2,29
STC1,27188,Ross et al.,STC1,22
STEAP1,27189,Karsten Boldt et al.,STEAP1,16
STEAP2,27190,Ross et al.,STEAP2,22
STEAP2,27191,Geremek M. et al. 2014,STEAP2,42
STEAP3,27192,Karsten Boldt et al.,STEAP3,16
STEAP3,27193,Geremek M. et al. 2014,STEAP3,42
STEAP4,27194,Mayer et al. 2009,STEAP4,19
STIL,27195,Cilia Carta (TJP van Dam et al.),STIL,13
STIL,27196,SYSCILIA Gold Standard (van Dam TJ et al.),STIL,24
STIL,27197,Gabrielle Wheway,STIL,27
STIL,27198,Ramona A. Hoh et al.,STIL,31
STIL,27199,Marshall et al.,Stil,55
STIL,27200,Breslow et al.,STIL,58
STIM1,27201,Karsten Boldt et al.,STIM1,16
STIM1,27202,Liu et al.,STIM1,28
STIM1,27203,Yano J. et al.,STIM1,50
STIM2,27204,Alexander E. Ivliev et al,STIM2,8
STIMATE,27205,Alexander E. Ivliev et al,STIMATE,8
STIP1,27206,Ostrowski et al.,P31948,20
STIP1,27207,SYSCILIA Gold Standard (van Dam TJ et al.),STIP1,24
STIP1,27208,David U. Mick et al.,STIP1,26
STIP1,27209,Liu et al.,STIP1,28
STIP1,27210,McClintock et al.,STIP1,29
STIP1,27211,Blacque et al._xbox,R09E12.3,54
STK10,27212,Hannah Müller et al.,STK10,6
STK10,27213,Ishikawa H. et al,STK10,48
STK10,27214,Blacque et al._xbox,C04A11.3,54
STK11,27215,David U. Mick et al.,STK11,26
STK11,27216,McClintock et al.,STK11,29
STK11,27217,May et al.,Stk11,56
STK17A,27218,Alexander E. Ivliev et al,STK17A,8
STK17A,27219,Ross et al.,STK17A,22
STK25,27220,Gabrielle Wheway,STK25,27
STK25,27221,Liu et al.,STK25,28
STK26,27222,Andersen et al.,STK26,9
STK3,27223,Karsten Boldt et al.,STK3,16
STK3,27224,McClintock et al.,STK3,29
STK3,27225,Nogales-Cadenas R. et al.,ENSG00000104375,46
STK32A,27226,Nogales-Cadenas R. et al.,ENSG00000169302,46
STK32A,27227,Marshall et al.,Stk32a,55
STK32B,27228,McClintock et al.,STK32B,29
STK32C,27229,Alexander E. Ivliev et al,STK32C,8
STK33,27230,Alexander E. Ivliev et al,STK33,8
STK33,27231,Bayesian (TJP van Dam et al.),STK33,11
STK33,27232,Cilia Carta (TJP van Dam et al.),STK33,13
STK33,27233,Lambacher N. et al.,STK33,17
STK33,27234,Ross et al.,STK33,22
STK33,27235,Semil P. Choksi et al.,STK33,23
STK33,27236,Monika-Abedin-Sigg et al.,STK33,30
STK33,27237,Ramona A. Hoh et al.,STK33,31
STK33,27238,Marshall et al.,Stk33,55
STK33,27239,Roosing et al.,STK33,57
STK36,27240,Alexander E. Ivliev et al,STK36,8
STK36,27241,Cilia Carta (TJP van Dam et al.),STK36,13
STK36,27242,GO CC Cilium,STK36,15
STK36,27243,Lambacher N. et al.,STK36,17
STK36,27244,SYSCILIA Gold Standard (van Dam TJ et al.),STK36,24
STK36,27245,Gabrielle Wheway,STK36,27
STK36,27246,Ramona A. Hoh et al.,STK36,31
STK38,27247,Semil P. Choksi et al.,STK38,23
STK38L,27248,Cilia Carta (TJP van Dam et al.),STK38L,13
STK38L,27249,SYSCILIA Gold Standard (van Dam TJ et al.),STK38L,24
STK38L,27250,Gabrielle Wheway,STK38L,27
STK38L,27251,Nogales-Cadenas R. et al.,ENSG00000211455,46
STK39,27252,Liu et al.,STK39,28
STK39,27253,Monika-Abedin-Sigg et al.,STK39,30
STK4,27254,Karsten Boldt et al.,STK4,16
STK4,27255,Gabrielle Wheway,STK4,27
STK4,27256,Lauwaet T. et al.,GL50803_22165-t26_1,40
STK40,27257,Alexander E. Ivliev et al,STK40,8
STK40,27258,Geremek M. et al. 2011,STK40,41
STKLD1,27259,Monika-Abedin-Sigg et al.,STKLD1,30
STMN1,27260,Ross et al.,STMN1,22
STMN2,27261,Monika-Abedin-Sigg et al.,STMN2,30
STMN3,27262,Gabrielle Wheway,STMN3,27
STMN4,27263,Monika-Abedin-Sigg et al.,STMN4,30
STOM,27264,Efimenko et al.,STOM,2
STOM,27265,Phirke et al.,STOM,3
STOM,27266,Karsten Boldt et al.,STOM,16
STOM,27267,Mayer et al. 2009,STOM,19
STOM,27268,Ostrowski et al.,P27105,20
STOM,27269,Semil P. Choksi et al.,STOM,23
STOM,27270,Liu et al.,STOM,28
STOM,27271,McClintock et al.,STOM,29
STOM,27272,Monika-Abedin-Sigg et al.,STOM,30
STOM,27273,Mayer et al. 2008,STOM,51
STOM,27274,Blacque et al._xbox,F08C6.4,54
STOM,27275,Blacque et al._xbox,F32A6.5,54
STOM,27276,Blacque et al._sage,F08C6.4,59
STOM,27277,Blacque et al._sage,F32A6.5,59
STOML1,27278,Phirke et al.,STOML1,3
STOML1,27279,McClintock et al.,STOML1,29
STOML1,27280,Blacque et al._sage,F57H12.2,59
STOML1,27281,Arnaiz O. et al.,GSPATT00018485001,53
STOML2,27282,Kilburn et al.,STOML2,1
STOML2,27283,Karsten Boldt et al.,STOML2,16
STOML2,27284,Mayer et al. 2009,STOML2,19
STOML2,27285,Pazour et al.,STOML2,21
STOML2,27286,Gabrielle Wheway,STOML2,27
STOML2,27287,Liu et al.,STOML2,28
STOML2,27288,McClintock et al.,STOML2,29
STOML2,27289,Broadhead et al.,STOML2,32
STOML2,27290,Mayer et al. 2008,STOML2,51
STOML2,27291,Nakachi M. et al.,XP_002122170,39
STOML3,27292,Alexander E. Ivliev et al,STOML3,8
STOML3,27293,Cilia Carta (TJP van Dam et al.),STOML3,13
STOML3,27294,GO CC Cilium,STOML3,15
STOML3,27295,Lambacher N. et al.,STOML3,17
STOML3,27296,Mayer et al. 2009,STOML3,19
STOML3,27297,Ross et al.,STOML3,22
STOML3,27298,SYSCILIA Gold Standard (van Dam TJ et al.),STOML3,24
STOML3,27299,McClintock et al.,STOML3,29
STOML3,27300,Geremek M. et al. 2011,STOML3,41
STOML3,27301,Geremek M. et al. 2014,STOML3,42
STON2,27302,Alexander E. Ivliev et al,STON2,8
STON2,27303,Marshall et al.,Ston2,55
STOX1,27304,Phirke et al.,STOX1,3
STOX1,27305,Alexander E. Ivliev et al,STOX1,8
STOX1,27306,Lambacher N. et al.,STOX1,17
STOX1,27307,Ross et al.,STOX1,22
STOX1,27308,Ramona A. Hoh et al.,STOX1,31
STPG1,27309,Alexander E. Ivliev et al,STPG1,8
STPG1,27310,Pazour et al.,STPG1,21
STPG1,27311,Semil P. Choksi et al.,STPG1,23
STPG1,27312,Monika-Abedin-Sigg et al.,STPG1,30
STPG2,3545,SYSCILIA Gold Standard (van Dam TJ et al.),C4orf37,24
STPG2,27313,Dey G et al.,STPG2,14
STPG2,27314,Monika-Abedin-Sigg et al.,STPG2,30
STPG2,27315,Broadhead et al.,STPG2,32
STPG2,27316,Fritz-Laylin L.K. et Cande,STPG2,49
STPG3,27317,Monika-Abedin-Sigg et al.,STPG3,30
STPG4,27318,Monika-Abedin-Sigg et al.,STPG4,30
STPG4,27319,Arnaiz O. et al.,GSPATT00014952001,53
STRA6,27320,Ross et al.,STRA6,22
STRA6,27321,Geremek M. et al. 2014,STRA6,42
STRAB,27322,David U. Mick et al.,STRAB,26
STRADA,27323,Marshall et al.,Strada,55
STRADA,27324,Roosing et al.,STRADA,57
STRADB,27325,May et al.,Stradb,56
STRBP,27326,Alexander E. Ivliev et al,STRBP,8
STRBP,27327,Lambacher N. et al.,STRBP,17
STRBP,27328,Ramona A. Hoh et al.,STRBP,31
STRBP,27329,Marshall et al.,Strbp,55
STRC,27330,Cilia Carta (TJP van Dam et al.),STRC,13
STRC,27331,GO CC Cilium,STRC,15
STRN,27332,Karsten Boldt et al.,STRN,16
STRN,27333,Lauwaet T. et al.,GL50803_17518-t26_1,40
STRN,27334,Yano J. et al.,STRN,50
STRN3,27335,Hannah Müller et al.,STRN3,6
STRN3,27336,Liu et al.,STRN3,28
STRN4,27337,Hannah Müller et al.,STRN4,6
STRN4,27338,Liu et al.,STRN4,28
STT3A,27339,Liu et al.,STT3A,28
STT3B,27340,Karsten Boldt et al.,STT3B,16
STT3B,27341,Liu et al.,STT3B,28
STX12,27342,Liu et al.,STX12,28
STX16,27343,Liu et al.,STX16,28
STX16,27344,Marshall et al.,Stx16,55
STX17,27345,Alexander E. Ivliev et al,STX17,8
STX17,27346,Gabrielle Wheway,STX17,27
STX17,27347,Marshall et al.,Stx17,55
STX18,27348,Karsten Boldt et al.,STX18,16
STX18,27349,McClintock et al.,STX18,29
STX19,27350,Semil P. Choksi et al.,STX19,23
STX1A,27351,Ross et al.,STX1A,22
STX1A,27352,Liu et al.,STX1A,28
STX1B,27353,Liu et al.,STX1B,28
STX1B,27354,Monika-Abedin-Sigg et al.,STX1B,30
STX1B,27355,Blacque et al._xbox,T01B11.3,54
STX2,27356,Alexander E. Ivliev et al,STX2,8
STX2,27357,Geremek M. et al. 2011,STX2,41
STX3,27358,Cilia Carta (TJP van Dam et al.),STX3,13
