Gene1ID	Gene1Symbol	Gene2Symbol	Gene1SpeciesName
ZDB-GENE-060503-575	vars2	VARS2	Danio rerio
ZDB-GENE-111020-11	vash1	VASH1	Danio rerio
2442543	Vash1	VASH1	Mus musculus
1564082	Vash1	VASH1	Rattus norvegicus
ZDB-GENE-041014-355	vash2	VASH2	Danio rerio
2444826	Vash2	VASH2	Mus musculus
1564105	Vash2	VASH2	Rattus norvegicus
1598149	Vasn	VASN	Rattus norvegicus
2177651	Vasn	VASN	Mus musculus
ZDB-GENE-110714-1	vasnb	VASN	Danio rerio
1311542	Vasp	VASP	Rattus norvegicus
ZDB-GENE-030131-7118	vaspb	VASP	Danio rerio
109268	Vasp	VASP	Mus musculus
1308943	Vat1	VAT1	Rattus norvegicus
ZDB-GENE-030616-178	vat1	VAT1	Danio rerio
1349450	Vat1	VAT1	Mus musculus
1598315	Vat1l	VAT1L	Rattus norvegicus
ZDB-GENE-080204-21	vat1l	VAT1L	Danio rerio
2142534	Vat1l	VAT1L	Mus musculus
3951	Vav1	VAV1	Rattus norvegicus
S000000039	CDC24	VAV1	Saccharomyces cerevisiae
98923	Vav1	VAV1	Mus musculus
FBgn0040068	Vav	VAV1	Drosophila melanogaster
WBGene00006887	vav-1	VAV1	Caenorhabditis elegans
1306285	Vav2	VAV2	Rattus norvegicus
S000000039	CDC24	VAV2	Saccharomyces cerevisiae
102718	Vav2	VAV2	Mus musculus
FBgn0040068	Vav	VAV2	Drosophila melanogaster
ZDB-GENE-091204-420	vav2	VAV2	Danio rerio
WBGene00006887	vav-1	VAV2	Caenorhabditis elegans
1565941	Vav3	VAV3	Rattus norvegicus
S000000039	CDC24	VAV3	Saccharomyces cerevisiae
1888518	Vav3	VAV3	Mus musculus
FBgn0040068	Vav	VAV3	Drosophila melanogaster
ZDB-GENE-070912-251	vav3b	VAV3	Danio rerio
WBGene00006887	vav-1	VAV3	Caenorhabditis elegans
621132	Vax1	VAX1	Rattus norvegicus
1277163	Vax1	VAX1	Mus musculus
FBgn0034520	lms	VAX1	Drosophila melanogaster
WBGene00000430	ceh-5	VAX1	Caenorhabditis elegans
ZDB-GENE-030904-9	vax1	VAX1	Danio rerio
621133	Vax2	VAX2	Rattus norvegicus
1346018	Vax2	VAX2	Mus musculus
WBGene00000430	ceh-5	VAX2	Caenorhabditis elegans
ZDB-GENE-030904-8	vax2	VAX2	Danio rerio
WBGene00006889	pfd-3	VBP1	Caenorhabditis elegans
ZDB-GENE-050522-494	vbp1	VBP1	Danio rerio
FBgn0264694	mgr	VBP1	Drosophila melanogaster
1333804	Vbp1	VBP1	Mus musculus
S000003310	PAC10	VBP1	Saccharomyces cerevisiae
1590535	Vbp1	VBP1	Rattus norvegicus
3952	Vcam1	VCAM1	Rattus norvegicus
98926	Vcam1	VCAM1	Mus musculus
ZDB-GENE-070209-238	vcam1b	VCAM1	Danio rerio
619940	Vcan	VCAN	Rattus norvegicus
102889	Vcan	VCAN	Mus musculus
ZDB-GENE-030131-2185	vcanb	VCAN	Danio rerio
1311217	Vcl	VCL	Rattus norvegicus
98927	Vcl	VCL	Mus musculus
FBgn0004397	Vinc	VCL	Drosophila melanogaster
ZDB-GENE-050506-61	vcla	VCL	Danio rerio
WBGene00000942	deb-1	VCL	Caenorhabditis elegans
621595	Vcp	VCP	Rattus norvegicus
S000002284	CDC48	VCP	Saccharomyces cerevisiae
99919	Vcp	VCP	Mus musculus
FBgn0286784	TER94	VCP	Drosophila melanogaster
ZDB-GENE-030131-5408	vcp	VCP	Danio rerio
WBGene00007352	cdc-48.1	VCP	Caenorhabditis elegans
WBGene00008053	cdc-48.2	VCP	Caenorhabditis elegans
ZDB-GENE-070912-613	vcpip1	VCPIP1	Danio rerio
1917925	Vcpip1	VCPIP1	Mus musculus
708520	Vcpip1	VCPIP1	Rattus norvegicus
7565188	Vcpkmt	VCPKMT	Rattus norvegicus
S000004969	EFM6	VCPKMT	Saccharomyces cerevisiae
2684917	Vcpkmt	VCPKMT	Mus musculus
ZDB-GENE-060825-19	vcpkmt	VCPKMT	Danio rerio
WBGene00016591	C42C1.13	VCPKMT	Caenorhabditis elegans
621575	Vdac1	VDAC1	Rattus norvegicus
S000005000	POR1	VDAC1	Saccharomyces cerevisiae
106919	Vdac1	VDAC1	Mus musculus
FBgn0004363	porin	VDAC1	Drosophila melanogaster
WBGene00019900	vdac-1	VDAC1	Caenorhabditis elegans
ZDB-GENE-030131-6514	vdac1	VDAC1	Danio rerio
621576	Vdac2	VDAC2	Rattus norvegicus
S000005000	POR1	VDAC2	Saccharomyces cerevisiae
106915	Vdac2	VDAC2	Mus musculus
WBGene00019900	vdac-1	VDAC2	Caenorhabditis elegans
ZDB-GENE-030131-845	vdac2	VDAC2	Danio rerio
FBgn0004363	porin	VDAC2	Drosophila melanogaster
621577	Vdac3	VDAC3	Rattus norvegicus
S000005000	POR1	VDAC3	Saccharomyces cerevisiae
106922	Vdac3	VDAC3	Mus musculus
WBGene00019900	vdac-1	VDAC3	Caenorhabditis elegans
ZDB-GENE-040426-2380	vdac3	VDAC3	Danio rerio
FBgn0004363	porin	VDAC3	Drosophila melanogaster
3959	Vdr	VDR	Rattus norvegicus
103076	Vdr	VDR	Mus musculus
FBgn0015240	Hr96	VDR	Drosophila melanogaster
ZDB-GENE-000210-31	vdra	VDR	Danio rerio
ZDB-GENE-080403-10	vdrb	VDR	Danio rerio
WBGene00000908	daf-12	VDR	Caenorhabditis elegans
619991	Vegfa	VEGFA	Rattus norvegicus
103178	Vegfa	VEGFA	Mus musculus
ZDB-GENE-990415-273	vegfaa	VEGFA	Danio rerio
619799	Vegfb	VEGFB	Rattus norvegicus
ZDB-GENE-120510-3	vegfba	VEGFB	Danio rerio
106199	Vegfb	VEGFB	Mus musculus
619800	Vegfc	VEGFC	Rattus norvegicus
109124	Vegfc	VEGFC	Mus musculus
ZDB-GENE-040303-4	vegfc	VEGFC	Danio rerio
ZDB-GENE-070810-6	vegfd	VEGFD	Danio rerio
108037	Vegfd	VEGFD	Mus musculus
620695	Vegfd	VEGFD	Rattus norvegicus
2320944	LOC100361016	VENTX	Rattus norvegicus
ZDB-GENE-010108-2	vent	VENTX	Danio rerio
WBGene00019615	K10B4.3	VEPH1	Caenorhabditis elegans
ZDB-GENE-041014-375	veph1	VEPH1	Danio rerio
FBgn0023001	melt	VEPH1	Drosophila melanogaster
1920039	Veph1	VEPH1	Mus musculus
1308217	Veph1	VEPH1	Rattus norvegicus
1308058	Vezf1	VEZF1	Rattus norvegicus
1313291	Vezf1	VEZF1	Mus musculus
ZDB-GENE-040108-4	vezf1a	VEZF1	Danio rerio
ZDB-GENE-070705-251	vezt	VEZT	Danio rerio
2143698	Vezt	VEZT	Mus musculus
1359117	Vezt	VEZT	Rattus norvegicus
ZDB-GENE-121009-2	vgf	VGF	Danio rerio
1343180	Vgf	VGF	Mus musculus
69399	Vgf	VGF	Rattus norvegicus
2655768	Vgll1	VGLL1	Mus musculus
1564038	Vgll1	VGLL1	Rattus norvegicus
FBgn0003975	vg	VGLL2	Drosophila melanogaster
2447460	Vgll2	VGLL2	Mus musculus
1311903	Vgll2	VGLL2	Rattus norvegicus
1560030	Vgll3	VGLL3	Rattus norvegicus
ZDB-GENE-130530-600	vgll3	VGLL3	Danio rerio
FBgn0003975	vg	VGLL3	Drosophila melanogaster
1920819	Vgll3	VGLL3	Mus musculus
ZDB-GENE-040426-2445	vgll4b	VGLL4	Danio rerio
FBgn0036373	Tgi	VGLL4	Drosophila melanogaster
2652840	Vgll4	VGLL4	Mus musculus
1311653	Vgll4	VGLL4	Rattus norvegicus
3960	Vhl	VHL	Rattus norvegicus
103223	Vhl	VHL	Mus musculus
FBgn0041174	Vhl	VHL	Drosophila melanogaster
ZDB-GENE-081022-78	vhll	VHL	Danio rerio
ZDB-GENE-070112-1042	vhl	VHL	Danio rerio
WBGene00006922	vhl-1	VHL	Caenorhabditis elegans
WBGene00006922	vhl-1	VHLL	Caenorhabditis elegans
ZDB-GENE-081022-78	vhll	VHLL	Danio rerio
1307048	Vil1	VIL1	Rattus norvegicus
98930	Vil1	VIL1	Mus musculus
ZDB-GENE-040426-799	vil1	VIL1	Danio rerio
1304843	Vill	VILL	Rattus norvegicus
1201781	Vill	VILL	Mus musculus
ZDB-GENE-081222-1	vill	VILL	Danio rerio
FBgn0003187	qua	VILL	Drosophila melanogaster
621646	Vim	VIM	Rattus norvegicus
98932	Vim	VIM	Mus musculus
ZDB-GENE-011212-3	vim	VIM	Danio rerio
WBGene00002056	ifc-2	VIM	Caenorhabditis elegans
WBGene00002055	ifc-1	VIM	Caenorhabditis elegans
ZDB-GENE-080204-3	vip	VIP	Danio rerio
98933	Vip	VIP	Mus musculus
621647	Vip	VIP	Rattus norvegicus
1589291	Vipas39	VIPAS39	Rattus norvegicus
2144805	Vipas39	VIPAS39	Mus musculus
FBgn0039702	Vps16B	VIPAS39	Drosophila melanogaster
ZDB-GENE-040520-1	vipas39	VIPAS39	Danio rerio
WBGene00004975	spe-39	VIPAS39	Caenorhabditis elegans
3961	Vipr1	VIPR1	Rattus norvegicus
109272	Vipr1	VIPR1	Mus musculus
FBgn0260753	Pdfr	VIPR1	Drosophila melanogaster
ZDB-GENE-050311-6	vipr1b	VIPR1	Danio rerio
3962	Vipr2	VIPR2	Rattus norvegicus
107166	Vipr2	VIPR2	Mus musculus
FBgn0260753	Pdfr	VIPR2	Drosophila melanogaster
ZDB-GENE-010406-4	vipr2	VIPR2	Danio rerio
ZDB-GENE-100922-238	virma	VIRMA	Danio rerio
FBgn0003977	vir	VIRMA	Drosophila melanogaster
1913435	Virma	VIRMA	Mus musculus
1559904	Virma	VIRMA	Rattus norvegicus
1921449	Vit	VIT	Mus musculus
1564128	Vit	VIT	Rattus norvegicus
1303107	Vkorc1	VKORC1	Rattus norvegicus
106442	Vkorc1	VKORC1	Mus musculus
FBgn0053544	Vkor	VKORC1	Drosophila melanogaster
ZDB-GENE-030131-2286	vkorc1	VKORC1	Danio rerio
ZDB-GENE-050522-210	vkorc1l1	VKORC1L1	Danio rerio
1916818	Vkorc1l1	VKORC1L1	Mus musculus
9409402	LOC103693015	VKORC1L1	Rattus norvegicus
3963	Vldlr	VLDLR	Rattus norvegicus
98935	Vldlr	VLDLR	Mus musculus
FBgn0051092	LpR2	VLDLR	Drosophila melanogaster
FBgn0066101	LpR1	VLDLR	Drosophila melanogaster
ZDB-GENE-040426-803	vldlr	VLDLR	Danio rerio
WBGene00020481	T13C2.6	VLDLR	Caenorhabditis elegans
9321656	LOC103689964	VMA21	Rattus norvegicus
1914298	Vma21	VMA21	Mus musculus
FBgn0036998	CG5969	VMA21	Drosophila melanogaster
ZDB-GENE-081104-272	vma21	VMA21	Danio rerio
WBGene00011116	pdcd-2	VMA21	Caenorhabditis elegans
ZDB-GENE-100427-5	vmac	VMAC	Danio rerio
2146912	Vmac	VMAC	Mus musculus
1303340	Vmac	VMAC	Rattus norvegicus
1559861	Vmo1	VMO1	Rattus norvegicus
2685587	Vmo1	VMO1	Mus musculus
ZDB-GENE-120215-131	vmo1b	VMO1	Danio rerio
ZDB-GENE-131121-600	vmo1a	VMO1	Danio rerio
WBGene00012631	vmo-1	VMO1	Caenorhabditis elegans
WBGene00012559	epg-3	VMP1	Caenorhabditis elegans
ZDB-GENE-030131-8733	vmp1	VMP1	Danio rerio
FBgn0052675	Tango5	VMP1	Drosophila melanogaster
1923159	Vmp1	VMP1	Mus musculus
70367	Vmp1	VMP1	Rattus norvegicus
1359291	Vom1r51	VN1R1	Rattus norvegicus
1359285	Vom1r52	VN1R1	Rattus norvegicus
1359524	Vom1r53	VN1R1	Rattus norvegicus
ZDB-GENE-050510-2	ora1	VN1R1	Danio rerio
708509	Vom1r90	VN1R17P	Rattus norvegicus
1549727	Vom1r100	VN1R17P	Rattus norvegicus
1549694	Vom1r98	VN1R17P	Rattus norvegicus
1549781	Vom1r96	VN1R17P	Rattus norvegicus
708391	Vom1r97	VN1R17P	Rattus norvegicus
708395	Vom1r101	VN1R17P	Rattus norvegicus
1564573	Vom1r92	VN1R17P	Rattus norvegicus
708384	Vom1r102	VN1R17P	Rattus norvegicus
1359401	Vom1r95	VN1R17P	Rattus norvegicus
1359098	Vom1r94	VN1R17P	Rattus norvegicus
1549740	Vom1r93	VN1R17P	Rattus norvegicus
2148514	Vmn1r54	VN1R17P	Mus musculus
1359287	Vom1r29	VN1R2	Rattus norvegicus
3645524	Vmn1r224	VN1R2	Mus musculus
1359507	Vom1r6	VN1R3	Rattus norvegicus
9356906	LOC103690997	VN1R3	Rattus norvegicus
1359495	Vom1r3	VN1R3	Rattus norvegicus
1359612	Vom1r10	VN1R3	Rattus norvegicus
1359155	Vom1r30	VN1R3	Rattus norvegicus
1359235	Vom1r15	VN1R3	Rattus norvegicus
1359101	Vom1r2	VN1R3	Rattus norvegicus
1359091	Vom1r4	VN1R3	Rattus norvegicus
1359530	Vom1r110	VN1R3	Rattus norvegicus
1359169	Vom1r7	VN1R3	Rattus norvegicus
1359374	Vom1r8	VN1R3	Rattus norvegicus
1359512	Vom1r12	VN1R3	Rattus norvegicus
1359134	Vom1r19	VN1R4	Rattus norvegicus
2159637	Vmn1r237	VN1R4	Mus musculus
1310075	Vnn1	VNN1	Rattus norvegicus
108395	Vnn1	VNN1	Mus musculus
FBgn0052751	CG32751	VNN1	Drosophila melanogaster
FBgn0040069	vanin-like	VNN1	Drosophila melanogaster
FBgn0052751	CG32751	VNN2	Drosophila melanogaster
FBgn0040069	vanin-like	VNN2	Drosophila melanogaster
1560609	Vnn3	VNN3	Rattus norvegicus
1347055	Vnn3	VNN3	Mus musculus
ZDB-GENE-091204-64	vopp1	VOPP1	Danio rerio
2141658	Vopp1	VOPP1	Mus musculus
1306494	Vopp1	VOPP1	Rattus norvegicus
98936	Vpreb1	VPREB1	Mus musculus
98937	Vpreb2	VPREB1	Mus musculus
1588558	Vpreb1	VPREB1	Rattus norvegicus
1564601	Vpreb2	VPREB1	Rattus norvegicus
1306807	Vpreb3	VPREB3	Rattus norvegicus
98938	Vpreb3	VPREB3	Mus musculus
1308038	Vps11	VPS11	Rattus norvegicus
S000004844	PEP5	VPS11	Saccharomyces cerevisiae
1918982	Vps11	VPS11	Mus musculus
FBgn0052350	Vps11	VPS11	Drosophila melanogaster
ZDB-GENE-050731-5	vps11	VPS11	Danio rerio
WBGene00011067	vps-11	VPS11	Caenorhabditis elegans
1311340	Vps13a	VPS13A	Rattus norvegicus
S000003963	VPS13	VPS13A	Saccharomyces cerevisiae
2444304	Vps13a	VPS13A	Mus musculus
FBgn0033194	Vps13	VPS13A	Drosophila melanogaster
ZDB-GENE-030926-1	vps13a	VPS13A	Danio rerio
WBGene00011629	T08G11.1	VPS13A	Caenorhabditis elegans
1311183	Vps13b	VPS13B	Rattus norvegicus
1916380	Vps13b	VPS13B	Mus musculus
FBgn0039727	Vps13B	VPS13B	Drosophila melanogaster
1560364	Vps13c	VPS13C	Rattus norvegicus
S000003963	VPS13	VPS13C	Saccharomyces cerevisiae
2444207	Vps13c	VPS13C	Mus musculus
ZDB-GENE-070426-4	vps13c	VPS13C	Danio rerio
1308403	Vps13d	VPS13D	Rattus norvegicus
2448530	Vps13d	VPS13D	Mus musculus
FBgn0052113	Vps13D	VPS13D	Drosophila melanogaster
ZDB-GENE-050912-1	vps13d	VPS13D	Danio rerio
WBGene00016120	C25H3.11	VPS13D	Caenorhabditis elegans
WBGene00006516	vps-16	VPS16	Caenorhabditis elegans
ZDB-GENE-050809-9	vps16	VPS16	Danio rerio
FBgn0285911	Vps16A	VPS16	Drosophila melanogaster
2136772	Vps16	VPS16	Mus musculus
S000005966	VPS16	VPS16	Saccharomyces cerevisiae
1359414	Vps16	VPS16	Rattus norvegicus
WBGene00021058	vps-18	VPS18	Caenorhabditis elegans
ZDB-GENE-020419-33	vps18	VPS18	Danio rerio
FBgn0000482	dor	VPS18	Drosophila melanogaster
2443626	Vps18	VPS18	Mus musculus
S000004138	PEP3	VPS18	Saccharomyces cerevisiae
1311556	Vps18	VPS18	Rattus norvegicus
WBGene00012193	vps-25	VPS25	Caenorhabditis elegans
ZDB-GENE-050506-30	vps25	VPS25	Danio rerio
FBgn0022027	Vps25	VPS25	Drosophila melanogaster
106354	Vps25	VPS25	Mus musculus
S000003863	VPS25	VPS25	Saccharomyces cerevisiae
1584685	Vps25	VPS25	Rattus norvegicus
1359254	Vps26a	VPS26A	Rattus norvegicus
S000003589	PEP8	VPS26A	Saccharomyces cerevisiae
WBGene00006931	vps-26	VPS26A	Caenorhabditis elegans
ZDB-GENE-040426-1108	vps26a	VPS26A	Danio rerio
FBgn0014411	Vps26	VPS26A	Drosophila melanogaster
1353654	Vps26a	VPS26A	Mus musculus
1597170	Vps26b	VPS26B	Rattus norvegicus
ZDB-GENE-040426-2699	vps26b	VPS26B	Danio rerio
FBgn0014411	Vps26	VPS26B	Drosophila melanogaster
1917656	Vps26b	VPS26B	Mus musculus
S000003589	PEP8	VPS26B	Saccharomyces cerevisiae
ZDB-GENE-040801-6	vps26c	VPS26C	Danio rerio
FBgn0037017	CG4074	VPS26C	Drosophila melanogaster
1206040	Vps26c	VPS26C	Mus musculus
1306879	Vps26c	VPS26C	Rattus norvegicus
WBGene00013598	vps-28	VPS28	Caenorhabditis elegans
ZDB-GENE-040426-1527	vps28	VPS28	Danio rerio
FBgn0021814	Vps28	VPS28	Drosophila melanogaster
1914164	Vps28	VPS28	Mus musculus
S000005986	VPS28	VPS28	Saccharomyces cerevisiae
1306537	Vps28	VPS28	Rattus norvegicus
1308332	Vps29	VPS29	Rattus norvegicus
S000001054	VPS29	VPS29	Saccharomyces cerevisiae
WBGene00014234	vps-29	VPS29	Caenorhabditis elegans
ZDB-GENE-030131-8764	vps29	VPS29	Danio rerio
FBgn0031310	Vps29	VPS29	Drosophila melanogaster
1928344	Vps29	VPS29	Mus musculus
620643	Vps33a	VPS33A	Rattus norvegicus
S000004388	VPS33	VPS33A	Saccharomyces cerevisiae
1924823	Vps33a	VPS33A	Mus musculus
FBgn0000257	car	VPS33A	Drosophila melanogaster
ZDB-GENE-040914-82	vps33a	VPS33A	Danio rerio
WBGene00015130	vps-33.1	VPS33A	Caenorhabditis elegans
620644	Vps33b	VPS33B	Rattus norvegicus
S000004388	VPS33	VPS33B	Saccharomyces cerevisiae
2446237	Vps33b	VPS33B	Mus musculus
FBgn0039335	Vps33B	VPS33B	Drosophila melanogaster
ZDB-GENE-050327-73	vps33b	VPS33B	Danio rerio
WBGene00016960	vps-33.2	VPS33B	Caenorhabditis elegans
1589784	Vps35	VPS35	Rattus norvegicus
S000003690	VPS35	VPS35	Saccharomyces cerevisiae
1890467	Vps35	VPS35	Mus musculus
FBgn0034708	Vps35	VPS35	Drosophila melanogaster
ZDB-GENE-030131-2042	vps35	VPS35	Danio rerio
WBGene00006933	vps-35	VPS35	Caenorhabditis elegans
WBGene00017837	F26G1.1	VPS35L	Caenorhabditis elegans
ZDB-GENE-070521-7	vps35l	VPS35L	Danio rerio
FBgn0037622	CG8202	VPS35L	Drosophila melanogaster
1918767	Vps35l	VPS35L	Mus musculus
1564485	Vps35l	VPS35L	Rattus norvegicus
WBGene00008919	vps-36	VPS36	Caenorhabditis elegans
ZDB-GENE-030131-7753	vps36	VPS36	Danio rerio
FBgn0086785	Vps36	VPS36	Drosophila melanogaster
1917410	Vps36	VPS36	Mus musculus
S000004409	VPS36	VPS36	Saccharomyces cerevisiae
1309754	Vps36	VPS36	Rattus norvegicus
1560016	Vps37a	VPS37A	Rattus norvegicus
1261835	Vps37a	VPS37A	Mus musculus
FBgn0016038	Vsp37A	VPS37A	Drosophila melanogaster
ZDB-GENE-030131-8312	vps37a	VPS37A	Danio rerio
1304576	Vps37b	VPS37B	Rattus norvegicus
ZDB-GENE-060526-254	vps37ba	VPS37B	Danio rerio
1916724	Vps37b	VPS37B	Mus musculus
WBGene00016990	vps-37	VPS37C	Caenorhabditis elegans
ZDB-GENE-061110-126	vps37c	VPS37C	Danio rerio
FBgn0037299	Vps37B	VPS37C	Drosophila melanogaster
2147661	Vps37c	VPS37C	Mus musculus
ZDB-GENE-060526-166	si:ch211-284f22.3	VPS37D	Danio rerio
2159402	Vps37d	VPS37D	Mus musculus
1587769	Vps37d	VPS37D	Rattus norvegicus
1304858	Vps39	VPS39	Rattus norvegicus
WBGene00011625	vps-39	VPS39	Caenorhabditis elegans
ZDB-GENE-080530-2	vps39	VPS39	Danio rerio
FBgn0038593	Vps39	VPS39	Drosophila melanogaster
2443189	Vps39	VPS39	Mus musculus
WBGene00017974	vps-41	VPS41	Caenorhabditis elegans
ZDB-GENE-030131-6671	vps41	VPS41	Danio rerio
FBgn0002566	lt	VPS41	Drosophila melanogaster
1929215	Vps41	VPS41	Mus musculus
S000002487	VPS41	VPS41	Saccharomyces cerevisiae
1560511	Vps41	VPS41	Rattus norvegicus
621267	Vps45	VPS45	Rattus norvegicus
S000003063	VPS45	VPS45	Saccharomyces cerevisiae
891965	Vps45	VPS45	Mus musculus
FBgn0261049	Vps45	VPS45	Drosophila melanogaster
ZDB-GENE-060503-526	vps45	VPS45	Danio rerio
WBGene00016643	vps-45	VPS45	Caenorhabditis elegans
628810	Vps4a	VPS4A	Rattus norvegicus
1890520	Vps4a	VPS4A	Mus musculus
FBgn0283469	Vps4	VPS4A	Drosophila melanogaster
WBGene00021334	vps-4	VPS4A	Caenorhabditis elegans
ZDB-GENE-060929-388	vps4a	VPS4A	Danio rerio
1305969	Vps4b	VPS4B	Rattus norvegicus
S000006377	VPS4	VPS4B	Saccharomyces cerevisiae
1100499	Vps4b	VPS4B	Mus musculus
WBGene00021334	vps-4	VPS4B	Caenorhabditis elegans
ZDB-GENE-040426-1235	vps4b	VPS4B	Danio rerio
FBgn0283469	Vps4	VPS4B	Drosophila melanogaster
WBGene00008078	vps-50	VPS50	Caenorhabditis elegans
ZDB-GENE-060503-325	vps50	VPS50	Danio rerio
FBgn0034271	Vps50	VPS50	Drosophila melanogaster
1920538	Vps50	VPS50	Mus musculus
1304751	Vps50	VPS50	Rattus norvegicus
1915755	Vps51	VPS51	Mus musculus
FBgn0034380	Vps51	VPS51	Drosophila melanogaster
ZDB-GENE-030131-6008	vps51	VPS51	Danio rerio
WBGene00015176	vps-51	VPS51	Caenorhabditis elegans
3618	Vps52	VPS52	Rattus norvegicus
WBGene00007059	vps-52	VPS52	Caenorhabditis elegans
ZDB-GENE-010430-2	vps52	VPS52	Danio rerio
FBgn0031710	Vps52	VPS52	Drosophila melanogaster
1330304	Vps52	VPS52	Mus musculus
S000002892	VPS52	VPS52	Saccharomyces cerevisiae
1311391	Vps53	VPS53	Rattus norvegicus
S000003566	VPS53	VPS53	Saccharomyces cerevisiae
1915549	Vps53	VPS53	Mus musculus
FBgn0031598	Vps53	VPS53	Drosophila melanogaster
ZDB-GENE-041114-199	vps53	VPS53	Danio rerio
WBGene00011502	vps-53	VPS53	Caenorhabditis elegans
WBGene00006934	vps-54	VPS54	Caenorhabditis elegans
ZDB-GENE-081022-176	vps54	VPS54	Danio rerio
FBgn0011232	scat	VPS54	Drosophila melanogaster
2178798	Vps54	VPS54	Mus musculus
S000002434	VPS54	VPS54	Saccharomyces cerevisiae
628718	Vps54	VPS54	Rattus norvegicus
WBGene00007645	C17E4.6	VPS72	Caenorhabditis elegans
ZDB-GENE-060503-88	vps72a	VPS72	Danio rerio
FBgn0032321	YL-1	VPS72	Drosophila melanogaster
1202305	Vps72	VPS72	Mus musculus
S000002893	VPS72	VPS72	Saccharomyces cerevisiae
1306121	Vps72	VPS72	Rattus norvegicus
1309443	Vps8	VPS8	Rattus norvegicus
WBGene00016582	vps-8	VPS8	Caenorhabditis elegans
ZDB-GENE-060503-348	vps8	VPS8	Danio rerio
FBgn0035704	Vps8	VPS8	Drosophila melanogaster
2146407	Vps8	VPS8	Mus musculus
S000000002	VPS8	VPS8	Saccharomyces cerevisiae
ZDB-GENE-050306-57	vps9d1	VPS9D1	Danio rerio
1914143	Vps9d1	VPS9D1	Mus musculus
1565149	Vps9d1	VPS9D1	Rattus norvegicus
1306069	Vrk1	VRK1	Rattus norvegicus
1261847	Vrk1	VRK1	Mus musculus
FBgn0027889	ball	VRK1	Drosophila melanogaster
ZDB-GENE-040426-2709	vrk1	VRK1	Danio rerio
WBGene00017895	vrk-1	VRK1	Caenorhabditis elegans
1311585	Vrk2	VRK2	Rattus norvegicus
1917172	Vrk2	VRK2	Mus musculus
FBgn0027889	ball	VRK2	Drosophila melanogaster
ZDB-GENE-040426-1046	vrk2	VRK2	Danio rerio
WBGene00017895	vrk-1	VRK2	Caenorhabditis elegans
1549692	Vrk3	VRK3	Rattus norvegicus
2182465	Vrk3	VRK3	Mus musculus
ZDB-GENE-030131-246	vrk3	VRK3	Danio rerio
ZDB-GENE-060929-700	vrtn	VRTN	Danio rerio
3588197	Vrtn	VRTN	Mus musculus
1587174	Vrtn	VRTN	Rattus norvegicus
1926039	Vsig1	VSIG1	Mus musculus
1565570	Vsig1	VSIG1	Rattus norvegicus
1565800	Vsig10	VSIG10	Rattus norvegicus
2448533	Vsig10	VSIG10	Mus musculus
ZDB-GENE-030131-7476	vsig10	VSIG10	Danio rerio
1564982	Vsig10l	VSIG10L	Rattus norvegicus
1922940	Vsig10l	VSIG10L	Mus musculus
ZDB-GENE-131127-231	vsig10l	VSIG10L	Danio rerio
11474175	Vsig10l2	VSIG10L2	Rattus norvegicus
2685959	Gm1113	VSIG10L2	Mus musculus
1928009	Vsig2	VSIG2	Mus musculus
1561274	Vsig2	VSIG2	Rattus norvegicus
2679720	Vsig4	VSIG4	Mus musculus
1564659	Vsig4	VSIG4	Rattus norvegicus
ZDB-GENE-050417-338	vsig8a	VSIG8	Danio rerio
3642995	Vsig8	VSIG8	Mus musculus
1562464	Vsig8	VSIG8	Rattus norvegicus
1590938	Vsir	VSIR	Rattus norvegicus
ZDB-GENE-060929-716	vsir	VSIR	Danio rerio
1921298	Vsir	VSIR	Mus musculus
3966	Vsnl1	VSNL1	Rattus norvegicus
1349453	Vsnl1	VSNL1	Mus musculus
ZDB-GENE-080225-39	vsnl1b	VSNL1	Danio rerio
2322891	Vstm1	VSTM1	Rattus norvegicus
2384826	Vstm2a	VSTM2A	Mus musculus
1596197	Vstm2a	VSTM2A	Rattus norvegicus
1306235	Vstm2b	VSTM2B	Rattus norvegicus
1914525	Vstm2b	VSTM2B	Mus musculus
ZDB-GENE-030131-8082	zgc:194678	VSTM2B	Danio rerio
ZDB-GENE-040426-1548	vstm2l	VSTM2L	Danio rerio
2685537	Vstm2l	VSTM2L	Mus musculus
1305725	Vstm2l	VSTM2L	Rattus norvegicus
ZDB-GENE-060810-69	vstm4a	VSTM4	Danio rerio
2444633	Vstm4	VSTM4	Mus musculus
1310423	Vstm4	VSTM4	Rattus norvegicus
1916387	Vstm5	VSTM5	Mus musculus
1563328	Vstm5	VSTM5	Rattus norvegicus
1305667	Vsx1	VSX1	Rattus norvegicus
1890816	Vsx1	VSX1	Mus musculus
ZDB-GENE-990415-205	vsx1	VSX1	Danio rerio
621215	Vsx2	VSX2	Rattus norvegicus
88401	Vsx2	VSX2	Mus musculus
FBgn0263512	Vsx2	VSX2	Drosophila melanogaster
WBGene00000435	ceh-10	VSX2	Caenorhabditis elegans
ZDB-GENE-001222-1	vsx2	VSX2	Danio rerio
1305031	Vta1	VTA1	Rattus norvegicus
ZDB-GENE-040426-2154	vta1	VTA1	Danio rerio
FBgn0035251	Vta1	VTA1	Drosophila melanogaster
1913451	Vta1	VTA1	Mus musculus
S000004171	VTA1	VTA1	Saccharomyces cerevisiae
1311204	Vtcn1	VTCN1	Rattus norvegicus
3039619	Vtcn1	VTCN1	Mus musculus
