Human_gene_name,Gene_name,tree
SDC3,sdn-1,2
SDE2,F53F4.14,10
SDF2,R12E2.13,3
SDF4,C56C10.9,17
SDHA,F48E8.3,1
SDHA,sdha-1,1
SDHA,sdha-2,11
SDHAF2,Y57A10A.29,9
SDHAF3,F25H9.7,9
SDHAF4,W02D3.12,9
SDHB,sdhb-1,10
SDHC,mev-1,1
SDHD,sdhd-1,1
SDK1,let-805,16
SDK1,rig-4,1
SDR16C5,dhs-19,19
SDR16C5,dhs-29,12
SDR16C5,dhs-4,18
SDR42E1,hsd-1,9
SDR42E2,hsd-2,9
SDR42E2,hsd-3,9
SDR9C7,dhs-12,9
SDR9C7,dhs-16,9
SDR9C7,F20G2.1,8
SEC11A,Y54E10BR.5,1
SEC11B,Y54E10BR.5,1
SEC11C,Y54E10BR.5,1
SEC13,npp-20,14
SEC14L1,T23G5.2,1
SEC14L2,ctg-1,12
SEC14L2,ctg-2,8
SEC14L2,H41C03.1,9
SEC14L2,T03F7.7,20
SEC14L3,C11H1.9,12
SEC14L3,cgr-1,8
SEC14L3,F18A11.2,9
SEC14L3,R03A10.5,9
SEC14L5,F28H7.8,18
SEC14L5,T23G5.2,1
SEC14L6,C34C12.6,18
SEC14L6,F20G2.3,12
SEC16A,sec-16,1
SEC16B,F13B9.1,1
SEC22B,sec-22,11
SEC23A,sec-23,1
SEC23B,sec-23,1
SEC24B,sec-24.2,1
SEC24C,sec-24.1,1
SEC24D,sec-24.1,1
SEC31A,sec-31,1
SEC31B,sec-31,1
SEC61A1,sec-61,1
SEC61A2,sec-61,1
SEC61B,Y38F2AR.9,1
SEC61G,emo-1,1
SEC62,C18E9.2,1
SEC63,dnj-29,1
SEH1L,npp-18,17
SEL1L,sel-1,1
SEL1L2,sel-1,1
SELE,lev-9,9
SELENBP1,R11G10.2,9
SELENBP1,Y37A1B.5,18
SELENOF,Y76B12C.3,13
SELENOI,F54D7.2,11
SELENOT,C35C5.3,1
SELENOT,F28H7.4,9
SELL,lev-9,9
SELP,lev-9,9
SEMA3A,smp-1,13
SEMA3B,smp-1,13
SEMA3D,smp-1,13
SEMA3E,smp-1,13
SEMA3F,smp-1,13
SEMA3G,smp-1,13
SEMA4B,smp-1,13
SEMA4C,smp-1,13
SEMA4D,smp-1,13
SEMA4F,smp-1,13
SEMA4G,smp-1,13
SEMA5B,mab-20,1
SEMA5B,smp-2,19
SEMA5B,Y67A10A.11,9
SEMA6A,smp-1,13
SEMA6B,smp-1,13
SEMA6C,smp-1,13
SEMA6D,smp-1,13
SEMA7A,smp-1,13
SENP1,ulp-1,1
SENP1,ulp-5,9
SENP2,ulp-1,1
SENP3,ulp-1,1
SENP3-EIF4A1,ulp-1,1
SENP5,ulp-1,1
SENP7,ulp-2,13
SENP7,ulp-4,1
SENP8,ulp-3,9
SEPHS1,seld-1,9
SEPHS2,seld-1,9
SEPSECS,secs-1,17
SEPTIN6,unc-61,17
SEPTIN7,unc-59,17
SEPTIN8,unc-61,17
SERAC1,F17H10.1,8
SERF2,moag-4,19
SERINC3,R11H6.2,15
SERINC3,Y57E12AL.1,10
SERP1,F59F4.2,1
SERP2,F59F4.2,1
SERP2,T09A12.5,9
SERPINA5,srp-1,9
SERPINB7,srp-2,9
SERPINF2,srp-7,1
SERPINH1,srp-1,9
SERPINI1,srp-2,9
SERPINI1,srp-3,9
SERPINI1,srp-8,9
SERPINI2,srp-6,3
SERPINI2,srp-7,1
SESN1,sesn-1,10
SESN2,sesn-1,10
SESN3,sesn-1,10
SESTD1,F55D12.2,16
SET,spr-2,17
SETD1A,set-2,1
SETD1B,set-2,1
SETD2,met-1,1
SETD2,set-12,9
SETD3,set-27,10
SETD4,set-29,11
SETD5,set-24,9
SETD5,set-26,1
SETD5,set-9,9
SETDB1,met-2,10
SETDB2,met-2,10
SETMAR,set-13,9
SETMAR,set-23,9
SETSIP,spr-2,17
SF1,sfa-1,1
SF3A1,prp-21,14
SF3A2,repo-1,17
SF3A3,T13H5.4,10
SF3B1,T08A11.2,1
SF3B2,W03F9.10,1
SF3B3,teg-4,1
SF3B6,C50D2.5,11
SFN,ftt-2,1
SFPQ,nono-1,1
SFRP1,sfrp-1,9
SFRP2,sfrp-1,9
SFRP5,sfrp-1,9
SFSWAP,swp-1,10
SFT2D1,F27D4.7,9
SFT2D2,F27D4.7,9
SFT2D3,sftd-3,1
SFXN1,sfxn-1.1,9
SFXN1,sfxn-1.2,9
SFXN1,sfxn-1.3,9
SFXN1,sfxn-1.5,8
SFXN2,sfxn-2,17
SFXN3,sfxn-1.4,9
SFXN4,sfxn-5,9
SFXN5,sfxn-5,9
SGCA,sgca-1,9
SGCB,sgcb-1,9
SGCD,sgn-1,9
SGCG,sgn-1,9
SGCZ,sgn-1,9
SGF29,T22B7.4,2
SGF29,Y17G9B.8,19
SGIP1,fcho-1,14
SGK1,sgk-1,20
SGK2,sgk-1,20
SGK3,sgk-1,20
RSKR,F31E3.2,6
SGMS1,W07E6.3,8
SGMS2,sms-1,1
SGMS2,sms-2,14
SGMS2,sms-3,1
SGPL1,spl-1,17
SGPL1,Y104H12D.3,1
SGSM1,tbc-8,7
SGSM2,tbc-8,7
SGSM3,tbc-18,6
SGTA,sgt-1,1
SGTB,sgt-1,1
SGTB,ZK370.8,1
SH2D2A,F13B12.6,1
SH2D4B,F13B12.6,1
SH2D7,F13B12.6,1
SH3BGR,Y105E8A.1,7
SH3BGRL3,Y105E8A.1,7
SH3BP5,rei-1,18
SH3BP5L,rei-2,1
SH3D19,B0303.7,2
SH3GL1,unc-57,10
SH3GL2,unc-57,10
SH3GL3,unc-57,10
SH3KBP1,Y44E3A.4,1
SHANK1,shn-1,3
SHB,Y87G2A.17,4
SHC1,shc-1,14
SHC2,shc-1,14
SHC3,shc-1,14
SHC4,shc-1,14
SHKBP1,T23B12.6,19
SHMT1,mel-32,19
SHOC2,soc-2,1
SHPK,T25C8.1,9
SHPRH,T05A12.4,1
SHQ1,Y48A5A.1,11
SI,aagr-1,20
SIAH1,siah-1,1
SIAH2,siah-1,1
SIAH3,siah-1,1
SIDT1,C08A9.3,9
SIDT1,C30E1.4,9
SIDT1,chup-1,8
SIDT1,sid-1,11
SIDT2,chup-1,8
SIGMAR1,W08F4.3,10
SIK3,kin-29,1
SIN3A,sin-3,1
SIN3B,sin-3,1
SIPA1,sipa-1,4
SIPA1L1,sipa-1,4
SIPA1L2,sipa-1,4
SIPA1L3,sipa-1,4
SIRT1,sir-2.1,1
SIRT4,sir-2.2,20
SIRT4,sir-2.3,9
SIRT6,sir-2.4,9
SIX1,ceh-33,9
SIX2,ceh-34,9
SIX3,ceh-32,6
SIX5,unc-39,5
SIX6,ceh-32,6
SKA1,ska-1,9
SKIV2L,skih-2,1
SKP1,skr-1,1
SKP1,skr-10,9
SKP1,skr-12,9
SKP1,skr-13,9
SKP1,skr-14,9
SKP1,skr-15,9
SKP1,skr-16,9
SKP1,skr-17,9
SKP1,skr-18,17
SKP1,skr-19,8
SKP1,skr-2,9
SKP1,skr-20,7
SKP1,skr-21,9
SKP1,skr-3,8
SKP1,skr-4,9
SKP1,skr-5,9
SKP1,skr-6,9
SKP1,skr-7,9
SKP1,skr-8,9
SKP1,skr-9,9
SKP2,skpt-1,17
SLBP,cdl-1,17
SLC10A1,Y71G10AR.4,1
SLC10A2,Y71G10AR.4,1
SLC10A3,Y71G10AR.4,1
SLC10A4,Y71G10AR.4,1
SLC10A5,Y71G10AR.4,1
SLC10A6,Y71G10AR.4,1
SLC11A1,smf-2,9
SLC11A1,smf-3,20
SLC11A2,smf-1,11
SLC12A1,nkcc-1,10
SLC12A2,nkcc-1,10
SLC12A3,nkcc-1,10
SLC12A4,kcc-2,4
SLC12A4,kcc-3,5
SLC12A5,kcc-2,4
SLC12A6,kcc-1,12
SLC12A6,kcc-2,4
SLC12A7,kcc-2,4
SLC12A8,F10E7.9,7
SLC12A9,T04B8.5,1
SLC13A2,nac-1,18
SLC13A3,B0285.6,9
SLC13A3,nac-2,17
SLC13A5,nac-1,18
SLC13A5,nac-3,4
SLC15A1,pept-1,20
SLC15A1,pept-2,16
SLC15A1,pept-3,16
SLC16A12,F10G7.5,16
SLC16A14,gem-1,4
SLC16A14,mct-1,9
SLC16A14,mct-3,4
SLC16A14,mct-4,14
SLC16A4,mct-5,9
SLC16A4,mct-6,14
SLC16A9,slcf-1,20
SLC17A1,F10C2.7,9
SLC17A2,D1046.4,9
SLC17A2,T02B11.6,9
SLC17A5,C01B4.7,9
SLC17A5,C01B4.8,9
SLC17A5,C18D1.2,9
SLC17A5,C18H9.5,5
SLC17A5,C35A5.3,9
SLC17A5,cima-1,18
SLC17A5,F44E7.7,9
SLC17A5,F56A4.10,9
SLC17A5,F56A4.12,9
SLC17A5,F59A1.13,9
SLC17A5,K08C7.1,9
SLC17A5,M117.1,2
SLC17A5,slc-17.1,6
SLC17A5,slc-17.2,10
SLC17A5,slc-17.3,9
SLC17A5,slc-17.4,4
SLC17A5,slc-17.5,4
SLC17A5,slc-17.6,20
SLC17A5,slc-17.7,2
SLC17A5,slc-17.8,8
SLC17A5,slc-17.9,9
SLC17A5,T19D12.10,9
SLC17A5,T19D12.9,9
SLC17A5,T22F3.10,9
SLC17A5,T22F3.11,9
SLC17A5,T22F3.7,9
SLC17A5,T22F3.8,9
SLC17A5,T27D12.1,18
SLC17A5,T28H11.8,9
SLC17A5,W04C9.6,9
SLC17A5,Y19D10A.11,9
SLC17A5,Y19D10A.4,9
SLC17A5,Y19D10A.5,9
SLC17A5,Y51B9A.6,9
SLC17A6,eat-4,7
SLC17A6,F41C3.2,18
SLC17A6,H11E01.2,9
SLC17A6,K11G9.5,9
SLC17A6,M162.5,9
SLC17A6,R10D12.1,18
SLC17A6,Y15E3A.4,9
SLC17A6,Y4C6B.3,9
SLC17A6,Y4C6B.4,9
SLC17A7,eat-4,7
SLC17A7,vglu-2,18
SLC17A7,vglu-3,9
SLC17A8,eat-4,7
SLC17A8,F11A5.9,9
SLC17A8,T01H3.3,10
SLC17A9,vnut-1,15
SLC18A1,cat-1,7
SLC18A2,cat-1,7
SLC18A3,unc-17,6
SLC18B1,F55A4.8,20
SLC19A2,folt-1,17
SLC19A2,folt-3,9
SLC19A3,folt-1,17
SLC19A3,folt-2,20
SLC1A2,glt-1,9
SLC1A2,glt-3,9
SLC1A2,glt-5,18
SLC1A2,glt-6,8
SLC1A2,glt-7,9
SLC1A6,glt-4,7
SLC20A1,pitr-1,1
SLC20A1,pitr-2,9
SLC20A1,pitr-3,9
SLC20A1,pitr-4,9
SLC20A1,pitr-6,9
SLC20A2,pitr-5,9
SLC22A1,T22F7.1,9
SLC22A15,F17C11.12,20
SLC22A15,K11D9.3,9
SLC22A15,pes-23,9
SLC22A15,T12B3.2,9
SLC22A15,Y66D12A.13,20
SLC22A16,F23F12.13,9
SLC22A18,C53B4.3,9
SLC22A3,C53B4.1,9
SLC22A3,Y57G11C.23,9
SLC22A4,B0252.3,9
SLC22A4,C06H5.6,20
SLC22A4,K09E9.1,7
SLC22A4,T08B1.1,20
SLC22A4,Y82E9BR.16,10
SLC22A5,B0361.11,9
SLC22A5,C46C2.2,1
SLC22A5,F32H5.4,9
SLC22A5,F45E10.2,5
SLC22A5,K05F1.6,4
SLC22A5,oat-1,18
SLC22A5,str-176,9
SLC22A7,C44C10.3,9
SLC22A7,Y51A2D.18,18
SLC22A7,ZK892.3,9
SLC22A8,T05A1.5,9
SLC23A1,C51E3.6,7
SLC23A2,C51E3.6,7
SLC23A2,R11E3.2,9
SLC23A2,T07G12.2,9
SLC23A2,T07G12.4,9
SLC23A2,T07G12.5,9
SLC23A2,Y59E9AL.4,18
SLC23A3,C51E3.6,7
SLC24A1,ncx-4,7
SLC24A2,ncx-4,7
SLC24A2,ncx-5,8
SLC25A1,K11H3.3,17
SLC25A1,Y37B11A.3,9
SLC25A10,K11G12.5,2
SLC25A11,misc-1,19
SLC25A12,K02F3.2,1
SLC25A13,K02F3.2,1
SLC25A15,T10F2.2,11
SLC25A18,F55G1.5,9
SLC25A2,T10F2.2,11
SLC25A20,dif-1,19
SLC25A21,R11.1,9
SLC25A22,F20D1.9,19
SLC25A25,F17E5.2,17
SLC25A26,D1046.3,11
SLC25A27,ucp-4,9
SLC25A28,mfn-1,13
SLC25A29,C54G10.4,18
SLC25A3,C14C10.1,9
SLC25A3,C33F10.12,9
SLC25A3,F01G4.6,1
SLC25A3,T05F1.8,9
SLC25A32,K01C8.7,9
SLC25A33,T09F3.2,13
SLC25A36,T09F3.2,13
SLC25A37,mfn-1,13
SLC25A39,C16C10.1,11
SLC25A4,ant-1.2,9
SLC25A4,ant-1.3,9
SLC25A4,ant-1.4,9
SLC25A4,C47E12.2,11
SLC25A40,C16C10.1,11
SLC25A41,F17E5.2,17
SLC25A42,F43G9.3,17
SLC25A44,F13G3.7,15
SLC25A44,Y43C5B.3,9
SLC25A45,R07B7.10,9
SLC25A46,Y40B1B.8,11
SLC25A5,ant-1.1,1
SLC25A51,T20D3.5,9
SLC25A52,T20D3.5,9
SLC25A53,T20D3.5,9
SLC25A6,F25B4.7,19
SLC25A6,R07E3.4,20
SLC26A10,sulp-7,7
SLC26A2,sulp-1,9
SLC26A2,sulp-2,9
SLC26A2,sulp-3,8
SLC26A2,sulp-5,9
SLC26A5,sulp-8,9
SLC26A6,sulp-4,9
SLC26A6,sulp-6,9
SLC27A1,acs-20,12
SLC27A4,acs-20,12
SLC27A4,acs-22,8
SLC28A3,slc-28.1,9
SLC28A3,slc-28.2,8
SLC29A1,ent-1,13
SLC29A1,ent-2,14
SLC29A1,ent-6,10
SLC29A3,ent-3,9
SLC29A3,ent-4,9
SLC29A3,ent-5,9
SLC29A3,ent-7,9
SLC2A1,F11D5.7,9
SLC2A1,F14E5.1,9
SLC2A1,F48E3.2,9
SLC2A1,F53H8.3,20
SLC2A1,K08H10.6,9
SLC2A1,R09B5.11,12
SLC2A1,Y61A9LA.1,16
SLC2A13,hmit-1.1,20
SLC2A13,hmit-1.2,9
SLC2A13,hmit-1.3,20
SLC2A14,fgt-1,4
SLC2A2,F11D5.5,9
SLC2A2,F13B12.2,9
SLC2A3,C35A11.4,20
SLC2A3,fgt-1,4
SLC2A3,K08F9.1,9
SLC2A3,K09C4.5,9
SLC2A3,ZK829.9,9
SLC2A4,C03B1.13,20
SLC2A4,K09C4.1,9
SLC2A5,fgt-1,4
SLC2A7,fgt-1,4
SLC2A9,fgt-1,4
SLC2A9,K09C4.4,9
SLC2A9,slcf-2,9
SLC2A9,Y37A1A.3,9
SLC2A9,Y39B6A.41,20
SLC2A9,Y39E4B.5,9
SLC30A1,cdf-1,13
SLC30A10,cdf-1,13
SLC30A2,cdf-2,20
SLC30A3,cdf-2,20
SLC30A3,ttm-1,19
SLC30A5,Y105E8A.3,1
SLC30A6,toc-1,13
SLC30A8,cdf-2,20
SLC30A9,Y71H2AM.9,13
SLC31A1,F01G12.1,9
SLC31A1,F27C1.2,1
SLC31A1,F58G6.3,9
SLC31A1,Y58A7A.1,18
SLC31A2,F31E8.4,9
SLC32A1,unc-47,9
SLC33A1,T26C5.3,13
SLC34A1,ZK563.2,9
SLC34A2,ZK563.2,9
SLC34A3,ZK563.2,9
SLC35A1,ugtp-1,8
SLC35A3,nstp-3,9
SLC35A3,nstp-4,13
SLC35A3,nstp-5,8
SLC35A3,nstp-6,9
SLC35A3,nstp-7,9
SLC35A3,nstp-8,9
SLC35A3,srf-3,8
SLC35B1,hut-1,13
SLC35B2,pst-1,17
SLC35B3,pst-2,12
SLC35B4,nstp-1,9
SLC35B4,nstp-2,13
SLC35C1,nstp-10,19
SLC35C1,nstp-9,9
SLC35C2,Y47G6A.7,4
SLC35D1,sqv-7,10
SLC35D2,sqv-7,10
SLC35D3,bus-12,9
SLC35F1,Y73E7A.3,15
SLC35F2,Y73E7A.3,15
SLC35F3,Y73B6BL.31,20
SLC35F4,Y73B6BL.31,20
SLC35F5,B0041.5,14
SLC35F6,C29H12.2,1
SLC36A1,skat-1,16
SLC36A1,slc-36.4,7
SLC36A1,slc-36.5,18
SLC36A1,Y18D10A.23,9
SLC36A1,Y32F6A.4,20
SLC36A1,Y43F4B.7,11
SLC36A2,F21D12.3,4
SLC36A2,slc-36.2,20
SLC36A2,slc-36.3,9
SLC36A3,slc-36.2,20
SLC36A3,Y4C6B.2,9
SLC36A3,Y59H11AR.4,9
SLC36A4,R02F2.8,9
SLC36A4,slc-36.2,20
SLC37A3,T10C6.6,11
SLC37A3,T11G6.2,3
SLC37A3,T11G6.3,18
SLC37A3,T11G6.4,1
SLC37A4,F47B8.10,9
SLC37A4,hpo-12,17
SLC38A10,Y51F10.4,1
SLC38A9,F13H10.3,17
SLC39A1,C06G8.3,8
SLC39A1,F30B5.7,9
SLC39A1,F31C3.4,17
SLC39A1,F55F8.9,17
SLC39A10,Y55F3BL.2,1
SLC39A11,F59A3.4,13
SLC39A13,C14H10.1,19
SLC39A14,Y55F3BL.2,1
SLC39A2,Y54G9A.4,9
SLC39A3,C18A3.2,15
SLC39A5,Y55F3BL.2,1
SLC39A6,Y55F3BL.2,1
SLC39A8,Y55F3BL.2,1
SLC39A9,T01D3.5,13
SLC3A1,atgp-1,1
SLC3A1,atgp-2,1
SLC40A1,fpn-1.1,9
SLC40A1,fpn-1.2,9
SLC41A1,K07H8.2,1
SLC41A2,ZK185.2,5
SLC41A3,ZK1053.6,9
SLC44A2,chtl-1,8
SLC44A4,chtl-1,8
SLC44A5,chtl-1,8
SLC46A1,Y4C6B.5,9
SLC46A3,F40F9.5,8
SLC49A3,B0416.5,1
SLC49A3,C05G5.1,9
SLC49A3,C13C4.6,9
SLC49A3,C27A7.6,9
SLC49A3,C42C1.8,9
SLC49A3,Y43D4A.4,9
SLC4A1,abts-4,12
SLC4A10,abts-1,10
SLC4A11,abts-2,9
SLC4A11,abts-3,4
SLC4A1AP,ZK632.2,19
SLC4A3,abts-4,12
SLC4A4,abts-1,10
SLC4A5,abts-1,10
SLC4A7,abts-1,10
SLC4A8,abts-1,10
SLC4A9,abts-1,10
SLC50A1,swt-1,20
SLC50A1,swt-2,9
SLC50A1,swt-3,18
SLC50A1,swt-4,5
SLC51A,osta-3,4
SLC52A3,rft-1,20
SLC52A3,rft-2,11
SLC5A12,F52H2.4,9
SLC5A12,ZK822.5,18
SLC5A6,ZK822.5,18
SLC5A7,cho-1,7
SLC5A8,ZK822.5,18
SLC6A1,F56F4.3,9
SLC6A1,snf-1,4
SLC6A1,snf-11,9
SLC6A1,snf-12,12
SLC6A1,snf-3,3
SLC6A2,dat-1,9
SLC6A4,mod-5,9
SLC6A4,snf-10,9
SLC6A5,snf-2,9
SLC6A5,snf-5,9
SLC6A5,snf-6,15
SLC6A5,snf-7,9
SLC6A5,snf-9,9
SLC6A9,Y43D4A.1,9
SLC7A10,aat-1,8
SLC7A11,aat-1,8
SLC7A11,aat-7,9
SLC7A2,B0454.6,18
SLC7A3,Y53F4B.12,7
SLC7A4,C50D2.2,15
SLC7A4,F23F1.6,9
SLC7A5,aat-1,8
SLC7A6,aat-2,4
SLC7A6,aat-3,2
SLC7A6,aat-4,9
SLC7A6,aat-5,4
SLC7A6,aat-6,9
SLC7A6,aat-9,13
SLC7A7,aat-8,9
SLC7A8,aat-1,8
SLC8A1,ncx-2,7
SLC8A2,ncx-1,6
SLC8A3,ncx-1,6
SLC8A3,ncx-3,6
SLC8B1,ncx-10,9
SLC8B1,ncx-6,9
SLC8B1,ncx-7,20
SLC8B1,ncx-8,8
SLC8B1,ncx-9,9
SLC9A2,nhx-1,9
SLC9A2,nhx-2,20
SLC9A2,nhx-4,19
SLC9A2,nhx-6,9
SLC9A2,nhx-9,18
SLC9A2,pbo-4,20
SLC9A3,nhx-3,18
SLC9A3R2,nrfl-1,3
SLC9A6,nhx-5,1
SLC9A7,nhx-5,1
SLC9A8,nhx-8,10
SLC9A9,nhx-5,1
SLC9B1,F41E7.1,9
SLC9B1,F41E7.2,9
SLC9B1,F57G8.5,9
SLC9B1P1,F41E7.1,9
SLCO1B1,Y32F6B.1,20
SLCO2A1,F21G4.1,8
SLCO3A1,F47E1.2,18
SLCO3A1,F47E1.4,9
SLCO4A1,F53B1.8,1
SLCO4A1,K02G10.5,18
SLCO4A1,Y70G10A.3,18
SLIRP,C50B8.1,16
SLIT1,lron-14,9
SLIT1,slt-1,6
SLIT2,slt-1,6
SLIT3,lron-8,16
SLIT3,slt-1,6
SLIT3,tol-1,1
SLK,gck-4,16
SLMAP,M4.1,19
SLTM,F32B4.4,10
SLU7,K07C5.6,1
SLX1B,slx-1,17
SMAD1,daf-8,2
SMAD1,sma-2,12
SMAD1,sma-3,17
SMAD2,daf-14,1
SMAD4,daf-3,10
SMAD4,sma-4,9
SMAD6,tag-68,7
SMAD9,sma-2,12
SMAP1,W09D10.1,1
SMAP2,W09D10.1,1
SMARCA1,isw-1,10
SMARCA2,swsn-4,1
SMARCA4,pqn-15,1
SMARCA4,swsn-4,1
SMARCA5,isw-1,10
SMARCAD1,M03C11.8,1
SMARCAL1,smrc-1,11
SMARCB1,snfc-5,1
SMARCC1,swsn-1,1
SMARCC2,swsn-1,1
SMARCD1,ham-3,14
SMARCD1,swsn-2.2,17
SMARCD1,T24G10.2,14
SMARCD3,ham-3,14
SMARCD3,K03B8.4,9
SMARCE1,swsn-3,1
SMC1A,C44C10.4,9
SMC1A,him-1,1
SMC1B,C44C10.5,9
SMC1B,him-1,1
SMC2,mix-1,1
SMC3,smc-3,10
SMC4,dpy-27,1
SMC4,smc-4,10
SMC5,smc-5,17
SMC6,C23H4.6,9
SMC6,smc-6,19
SMCR8,R144.5,19
SMG1,smg-1,1
SMG6,smg-6,1
SMG7,smg-7,14
SMG8,smg-8,14
SMG9,smg-9,17
SMIM14,C34C12.4,9
SMN1,smn-1,17
SMNDC1,smr-1,6
SMOC1,T04F3.2,9
SMOC2,T04F3.2,9
SMOX,amx-3,20
SMPD1,asm-1,9
SMPD1,asm-2,20
SMPD1,asm-3,9
SMPD2,T27F6.6,11
SMPDL3A,ZK856.5,9
SMPDL3B,ZK856.5,9
SMTN,T15B12.1,4
SMTNL1,T15B12.1,4
SMTNL2,T15B12.1,4
SMU1,smu-1,17
SMYD1,set-14,17
SMYD3,set-10,17
SMYD3,set-18,9
SMYD3,set-30,15
SMYD4,set-3,17
SNAI2,snai-1,9
SNAP23,ric-4,4
SNAP25,aex-4,9
SNAP25,ric-4,4
SNAP29,snap-29,10
SNAP91,unc-11,1
SNAPC1,snpc-1.1,11
SNAPC1,snpc-1.2,9
SNAPC1,snpc-1.3,9
SNAPC3,snpc-3.1,9
SNAPC3,snpc-3.2,9
SNAPC3,snpc-3.4,11
SNAPC4,snpc-4,14
SND1,tsn-1,1
SNED1,dex-1,16
SNED1,eat-20,16
SNED1,sdz-23,9
SNF8,vps-22,14
SNIP1,C32E8.5,17
SNRK,ZK524.4,13
SNRNP200,snrp-200,1
SNRNP27,snrp-27,9
SNRNP40,C18E3.5,9
SNRNP40,F08G12.2,14
SNRNP70,rnp-7,1
SNRPA1,mog-2,11
SNRPB,snr-2,1
SNRPB2,rnp-2,9
SNRPB2,rnp-3,17
SNRPC,F08B4.7,17
SNRPD1,snr-3,1
SNRPD2,snr-4,10
SNRPD3,snr-1,10
SNRPE,snr-6,14
SNRPF,snr-5,11
SNRPG,snr-7,17
SNRPGP15,snr-7,17
SNRPN,snr-2,1
SNTA1,stn-1,4
SNTB1,stn-1,4
SNTB2,stn-1,4
SNTG1,stn-2,7
SNTG2,stn-2,7
SNU13,M28.5,13
SNUPN,F23F1.5,9
SNW1,skp-1,1
SNX1,snx-1,14
SNX12,snx-3,9
SNX13,snx-13,1
SNX14,snx-14,1
SNX15,rskd-1,1
SNX17,snx-17,1
SNX18,lst-4,1
SNX19,snx-13,1
SNX2,snx-1,14
SNX27,snx-27,4
SNX3,snx-3,9
SNX31,snx-17,1
SNX32,snx-6,1
SNX33,lst-4,1
SNX5,snx-6,1
SNX6,snx-6,1
SNX9,lst-4,1
SOAT1,mboa-1,18
SOAT2,mboa-1,18
SOCS6,F39B2.5,9
SOD1,sod-1,1
SOD1,sod-4,16
SOD1,sod-5,9
SOD2,sod-2,15
SOD2,sod-3,9
SOGA1,tag-241,4
SOGA3,tag-241,4
SON,D1037.1,13
SORBS1,sorb-1,4
SORBS2,sorb-1,4
SORBS3,sorb-1,4
SORD,R04B5.5,9
SORD,R04B5.6,9
SORD,ZK829.7,1
SOS1,sos-1,1
SOS2,sos-1,1
SOX1,sox-2,6
SOX11,sem-2,16
SOX13,egl-13,16
SOX14,sox-3,9
SOX15,sox-4,5
SOX2,sox-2,6
SOX21,sox-3,9
SOX3,sox-2,6
SOX4,sem-2,16
SOX5,egl-13,16
SOX6,egl-13,16
SP1,sptf-2,9
SP1,sptf-3,1
SP2,sptf-3,1
SP3,sptf-3,1
SP4,sptf-3,1
SP5,sptf-3,1
SP7,sptf-3,1
SP8,sptf-1,5
SPAG4,unc-84,13
SPAG9,unc-16,1
SPAM1,chhy-1,9
SPARC,ost-1,2
SPARCL1,ost-1,2
SPART,F57B10.9,17
SPAST,spas-1,19
SPATA20,B0495.5,13
SPATA5,cdc-48.3,13
SPATS2,Y71F9AL.9,1
SPATS2L,Y71F9AL.9,1
SPCS1,C34B2.10,10
SPCS2,hpo-21,1
SPCS3,K12H4.4,14
SPDEF,ets-4,16
SPECC1,F26F4.5,17
SPEG,oig-3,8
SPEN,din-1,1
SPG7,ppgn-1,13
SPG7,Y108F1.1,9
SPG7,Y47C4A.1,9
SPHK1,sphk-1,13
SPHK2,sphk-1,13
SPI1,ets-4,16
SPIB,ets-4,16
SPINT1,tag-290,16
SPINT2,W05B2.2,9
SPNS1,spin-1,12
SPNS1,spin-2,8
SPNS1,spin-3,9
SPNS1,spin-4,17
SPO11,spo-11,9
SPOCK3,test-1,9
SPON1,spon-1,9
SPOP,bath-40,1
SPOP,bath-41,9
SPOP,bath-42,10
SPOP,bath-43,1
SPOP,bath-44,1
SPOP,mel-26,1
SPOPL,bath-43,1
SPOUT1,B0361.6,17
SPPL2A,imp-1,10
SPPL2B,imp-1,10
SPPL2C,imp-1,10
SPRTN,dvc-1,11
SPRYD3,Y54E5A.7,14
SPRYD7,F18H3.1,9
SPSB2,spsb-2,9
SPSB4,spsb-1,1
SPTA1,spc-1,1
SPTAN1,spc-1,1
SPTB,unc-70,1
SPTBN1,unc-70,1
SPTBN2,unc-70,1
SPTBN4,unc-70,1
SPTBN5,sma-1,1
SPTLC1,sptl-1,13
SPTLC2,sptl-2,8
SPTLC2,sptl-3,17
SPTLC3,sptl-2,8
SQOR,sqrd-1,9
SQOR,Y9C9A.16,5
SQSTM1,C06G3.6,10
SQSTM1,sqst-1,1
SQSTM1,sqst-2,9
SQSTM1,sqst-3,9
SQSTM1,sqst-4,9
SRBD1,ZK973.1,17
SRC,src-1,1
SRCAP,ssl-1,1
SRCIN1,Y71H2AM.15,9
SRD5A1,F42F12.3,9
SRD5A2,F19H6.4,9
SRD5A2,ZK1251.3,9
SRD5A3,B0024.13,11
SREBF1,sbp-1,19
SREBF2,sbp-1,19
SREK1,rsp-7,1
SRF,unc-120,9
SRGAP1,srgp-1,1
SRGAP2,srgp-1,1
SRGAP2B,srgp-1,1
SRGAP2C,srgp-1,1
SRGAP3,srgp-1,1
SRM,spds-1,15
SRMS,src-2,16
SRP14,F25G6.8,14
SRP19,F37F2.2,13
SRP54,F21D5.7,1
SRP68,srpa-68,1
SRP72,srpa-72,1
SRP9,ZK512.4,9
SRPK1,spk-1,1
SRPK3,spk-1,1
SRPRA,F38A1.8,1
SRPRB,R186.3,13
SRR,K01C8.1,18
SRR,T01H8.2,17
SRR,Y51H7C.9,9
