Publication|Gene_name|Gene_ID|Pub_number
Efimenko et al.|TET3|TET3|2
Efimenko et al.|ZCCHC6|ZCCHC6|2
Efimenko et al.|CEP135|CEP135|2
Efimenko et al.|RUSC2|RUSC2|2
Efimenko et al.|TAF11|TAF11|2
Efimenko et al.|PPFIA4|PPFIA4|2
Efimenko et al.|RCBTB2|RCBTB2|2
Efimenko et al.|SLC25A10|SLC25A10|2
Efimenko et al.|LMF2|LMF2|2
Efimenko et al.|BCAT1|BCAT1|2
Efimenko et al.|HSD17B4|HSD17B4|2
Efimenko et al.|GOSR2|GOSR2|2
Efimenko et al.|MAK|MAK|2
Efimenko et al.|S1PR1|S1PR1|2
Efimenko et al.|BBS5|BBS5|2
Efimenko et al.|SLC30A9|SLC30A9|2
Efimenko et al.|ATP6AP2|ATP6AP2|2
Efimenko et al.|RPA1|RPA1|2
Efimenko et al.|VEGFC|VEGFC|2
Efimenko et al.|LMBR1|LMBR1|2
Efimenko et al.|GPX4|GPX4|2
Efimenko et al.|RIC1|RIC1|2
Efimenko et al.|RNF111|RNF111|2
Efimenko et al.|KAT6A|KAT6A|2
Efimenko et al.|FAM208A|FAM208A|2
Efimenko et al.|TMEM175|TMEM175|2
Efimenko et al.|UBE2F|UBE2F|2
Efimenko et al.|PLCD4|PLCD4|2
Efimenko et al.|GSTP1|GSTP1|2
Efimenko et al.|ZBTB25|ZBTB25|2
Efimenko et al.|CSMD3|CSMD3|2
Efimenko et al.|ARL6IP6|ARL6IP6|2
Efimenko et al.|MAGI2|MAGI2|2
Efimenko et al.|AC013461.1|AC013461.1|2
Efimenko et al.|NPHP4|NPHP4|2
Efimenko et al.|FOXO3|FOXO3|2
Efimenko et al.|MKS1|MKS1|2
Efimenko et al.|IFT52|IFT52|2
Efimenko et al.|SAPCD2|SAPCD2|2
Efimenko et al.|RAB21|RAB21|2
Efimenko et al.|LCOR|LCOR|2
Efimenko et al.|PLCG1|PLCG1|2
Efimenko et al.|OBSL1|OBSL1|2
Efimenko et al.|EML1|EML1|2
Efimenko et al.|SSTR1|SSTR1|2
Efimenko et al.|EFCAB7|EFCAB7|2
Efimenko et al.|ZNF830|ZNF830|2
Efimenko et al.|PPAT|PPAT|2
Efimenko et al.|CHD8|CHD8|2
Efimenko et al.|CAMTA2|CAMTA2|2
Efimenko et al.|CACNA1A|CACNA1A|2
Efimenko et al.|NR2E1|NR2E1|2
Efimenko et al.|SLC25A31|SLC25A31|2
Efimenko et al.|PIKFYVE|PIKFYVE|2
Efimenko et al.|RPS24|RPS24|2
Efimenko et al.|ZNF276|ZNF276|2
Efimenko et al.|AGXT2|AGXT2|2
Efimenko et al.|IFNGR2|IFNGR2|2
Efimenko et al.|EIF4A2|EIF4A2|2
Efimenko et al.|HINFP|HINFP|2
Efimenko et al.|PLEKHG6|PLEKHG6|2
Efimenko et al.|PPP1R7|PPP1R7|2
Efimenko et al.|COPS3|COPS3|2
Efimenko et al.|HTR2A|HTR2A|2
Efimenko et al.|CWC15|CWC15|2
Efimenko et al.|PLXNA1|PLXNA1|2
Efimenko et al.|MTNR1A|MTNR1A|2
Efimenko et al.|SYTL3|SYTL3|2
Efimenko et al.|PAXIP1|PAXIP1|2
Efimenko et al.|C1QBP|C1QBP|2
Efimenko et al.|DNHD1|DNHD1|2
Efimenko et al.|MED27|MED27|2
Efimenko et al.|RXRG|RXRG|2
Efimenko et al.|TMEM144|TMEM144|2
Efimenko et al.|BPI|BPI|2
Efimenko et al.|MAGEE1|MAGEE1|2
Efimenko et al.|HPD|HPD|2
Efimenko et al.|POPDC3|POPDC3|2
Efimenko et al.|DYNC1H1|DYNC1H1|2
Efimenko et al.|PKD1L2|PKD1L2|2
Efimenko et al.|VAPB|VAPB|2
Efimenko et al.|UBR7|UBR7|2
Efimenko et al.|PRDM10|PRDM10|2
Efimenko et al.|PPP2R3B|PPP2R3B|2
Efimenko et al.|TSHZ2|TSHZ2|2
Efimenko et al.|SDK1|SDK1|2
Efimenko et al.|SLC22A1|SLC22A1|2
Efimenko et al.|TFPI|TFPI|2
Efimenko et al.|CDK5R2|CDK5R2|2
Efimenko et al.|HTR1B|HTR1B|2
Efimenko et al.|TRPM2|TRPM2|2
Efimenko et al.|MDH1B|MDH1B|2
Efimenko et al.|ERI2|ERI2|2
Efimenko et al.|UQCRC2|UQCRC2|2
Efimenko et al.|TTC8|TTC8|2
Efimenko et al.|SLC36A2|SLC36A2|2
Efimenko et al.|IFT172|IFT172|2
Efimenko et al.|ASIC1|ASIC1|2
Efimenko et al.|IFT22|IFT22|2
Efimenko et al.|ASIC2|ASIC2|2
Efimenko et al.|FOXI2|FOXI2|2
Efimenko et al.|PIK3C2B|PIK3C2B|2
Efimenko et al.|RGS6|RGS6|2
Efimenko et al.|MAEA|MAEA|2
Efimenko et al.|MUC16|MUC16|2
Efimenko et al.|SRSF4|SRSF4|2
Efimenko et al.|ARHGAP1|ARHGAP1|2
Efimenko et al.|DLG5|DLG5|2
Efimenko et al.|ZAN|ZAN|2
Efimenko et al.|CPT1A|CPT1A|2
Efimenko et al.|FUCA2|FUCA2|2
Efimenko et al.|BRD4|BRD4|2
Efimenko et al.|NGLY1|NGLY1|2
Efimenko et al.|SLC20A1|SLC20A1|2
Efimenko et al.|BTBD17|BTBD17|2
Efimenko et al.|EIF3F|EIF3F|2
Efimenko et al.|MFSD4A|MFSD4A|2
Efimenko et al.|HK2|HK2|2
Efimenko et al.|LAX1|LAX1|2
Efimenko et al.|CACNB4|CACNB4|2
Efimenko et al.|GPR50|GPR50|2
Efimenko et al.|SH3BGR|SH3BGR|2
Efimenko et al.|BBS1|BBS1|2
Efimenko et al.|DNMT3A|DNMT3A|2
Efimenko et al.|IFT20|IFT20|2
Efimenko et al.|GFM2|GFM2|2
Efimenko et al.|ARHGEF5|ARHGEF5|2
Efimenko et al.|ZC3H12C|ZC3H12C|2
Efimenko et al.|GXYLT2|GXYLT2|2
Efimenko et al.|ADAM15|ADAM15|2
Efimenko et al.|TMEM33|TMEM33|2
Efimenko et al.|UGT3A2|UGT3A2|2
Efimenko et al.|ARL13B|ARL13B|2
Efimenko et al.|TRHDE|TRHDE|2
Efimenko et al.|FAM161B|FAM161B|2
Efimenko et al.|KCNT2|KCNT2|2
Efimenko et al.|ORC1|ORC1|2
Efimenko et al.|PHYH|PHYH|2
Efimenko et al.|RAD9A|RAD9A|2
Efimenko et al.|NCAPD2|NCAPD2|2
Efimenko et al.|PGC|PGC|2
Efimenko et al.|ANKS3|ANKS3|2
Efimenko et al.|DNAJB14|DNAJB14|2
Efimenko et al.|ABCA3|ABCA3|2
Efimenko et al.|CHRM2|CHRM2|2
Efimenko et al.|CTSS|CTSS|2
Efimenko et al.|ADCY8|ADCY8|2
Efimenko et al.|IFT88|IFT88|2
Efimenko et al.|NEB|NEB|2
Efimenko et al.|AFMID|AFMID|2
Efimenko et al.|C12orf4|C12orf4|2
Efimenko et al.|DNAH6|DNAH6|2
Efimenko et al.|COQ6|COQ6|2
Efimenko et al.|GRXCR1|GRXCR1|2
Efimenko et al.|FPR2|FPR2|2
Efimenko et al.|ZMYM4|ZMYM4|2
Efimenko et al.|RPS6KB1|RPS6KB1|2
Efimenko et al.|POLR1A|POLR1A|2
Efimenko et al.|CYP2C8|CYP2C8|2
Efimenko et al.|ANLN|ANLN|2
Efimenko et al.|GBA|GBA|2
Efimenko et al.|MTCL1|MTCL1|2
Efimenko et al.|DDX11|DDX11|2
Efimenko et al.|AIG1|AIG1|2
Efimenko et al.|CRISP2|CRISP2|2
Efimenko et al.|MGAT3|MGAT3|2
Efimenko et al.|GSTZ1|GSTZ1|2
Efimenko et al.|APBB2|APBB2|2
Efimenko et al.|ZSWIM6|ZSWIM6|2
Efimenko et al.|ISCA2|ISCA2|2
Efimenko et al.|SFXN5|SFXN5|2
Efimenko et al.|HELQ|HELQ|2
Efimenko et al.|ZNF782|ZNF782|2
Efimenko et al.|C1orf52|C1orf52|2
Efimenko et al.|CEP164|CEP164|2
Efimenko et al.|ITSN2|ITSN2|2
Efimenko et al.|PARD3B|PARD3B|2
Efimenko et al.|FUT2|FUT2|2
Efimenko et al.|TBX20|TBX20|2
Efimenko et al.|MITD1|MITD1|2
Efimenko et al.|PPP1CA|PPP1CA|2
Efimenko et al.|ACPP|ACPP|2
Efimenko et al.|RPL7A|RPL7A|2
Efimenko et al.|BEST3|BEST3|2
Efimenko et al.|BBS7|BBS7|2
Efimenko et al.|MPHOSPH10|MPHOSPH10|2
Efimenko et al.|ARPC1A|ARPC1A|2
Efimenko et al.|EMSY|EMSY|2
Efimenko et al.|GGT1|GGT1|2
Efimenko et al.|CCDC57|CCDC57|2
Efimenko et al.|GLTP|GLTP|2
Efimenko et al.|EIF3D|EIF3D|2
Efimenko et al.|TMEM132B|TMEM132B|2
Efimenko et al.|LCLAT1|LCLAT1|2
Efimenko et al.|GRK1|GRK1|2
Efimenko et al.|KCTD10|KCTD10|2
Efimenko et al.|KCTD13|KCTD13|2
Efimenko et al.|SLC30A6|SLC30A6|2
Efimenko et al.|MAP4K5|MAP4K5|2
Efimenko et al.|FAM186A|FAM186A|2
Efimenko et al.|MAP4K4|MAP4K4|2
Efimenko et al.|MRPS23|MRPS23|2
Efimenko et al.|TAF8|TAF8|2
Efimenko et al.|NOP16|NOP16|2
Efimenko et al.|TNRC6C|TNRC6C|2
Efimenko et al.|T|T|2
Efimenko et al.|PRICKLE2|PRICKLE2|2
Efimenko et al.|SLC22A5|SLC22A5|2
Efimenko et al.|NR2F2|NR2F2|2
Efimenko et al.|GPM6B|GPM6B|2
Efimenko et al.|HPGDS|HPGDS|2
Efimenko et al.|THOP1|THOP1|2
Efimenko et al.|ACACB|ACACB|2
Efimenko et al.|KRAS|KRAS|2
Efimenko et al.|MPHOSPH9|MPHOSPH9|2
Efimenko et al.|IKZF1|IKZF1|2
Efimenko et al.|SRBD1|SRBD1|2
Efimenko et al.|SYNE1|SYNE1|2
Phirke et al.|UGT3A1|UGT3A1|3
Phirke et al.|UCK2|UCK2|3
Phirke et al.|B3GALT1|B3GALT1|3
Phirke et al.|HIST4H4|HIST4H4|3
Phirke et al.|PTS|PTS|3
Phirke et al.|AURKA|AURKA|3
Phirke et al.|TMEM92|TMEM92|3
Phirke et al.|SGPL1|SGPL1|3
Phirke et al.|COL6A5|COL6A5|3
Phirke et al.|CES5A|CES5A|3
Phirke et al.|NDC1|NDC1|3
Phirke et al.|FGFR2|FGFR2|3
Phirke et al.|KCTD10|KCTD10|3
Phirke et al.|CHKA|CHKA|3
Phirke et al.|SLC12A2|SLC12A2|3
Phirke et al.|SMN2|SMN2|3
Phirke et al.|TLL2|TLL2|3
Phirke et al.|RP11-111M22.2|RP11-111M22.2|3
Phirke et al.|BRCA2|BRCA2|3
Phirke et al.|H1F0|H1F0|3
Phirke et al.|TMEM209|TMEM209|3
Phirke et al.|MLIP|MLIP|3
Phirke et al.|EIF3E|EIF3E|3
Phirke et al.|TMEM184C|TMEM184C|3
Phirke et al.|GPR183|GPR183|3
Phirke et al.|EQTN|EQTN|3
Phirke et al.|CALCOCO1|CALCOCO1|3
Phirke et al.|ACADS|ACADS|3
Phirke et al.|MBLAC2|MBLAC2|3
Phirke et al.|RRM2|RRM2|3
Phirke et al.|SH3BP5|SH3BP5|3
Phirke et al.|AGO3|AGO3|3
Phirke et al.|RNASEH1|RNASEH1|3
Phirke et al.|UGT1A4|UGT1A4|3
Phirke et al.|CHIT1|CHIT1|3
Phirke et al.|HSD17B12|HSD17B12|3
Phirke et al.|VWDE|VWDE|3
Phirke et al.|ITGB6|ITGB6|3
Phirke et al.|FKBP15|FKBP15|3
Phirke et al.|VCP|VCP|3
Phirke et al.|RAI14|RAI14|3
Phirke et al.|REEP6|REEP6|3
Phirke et al.|GRIA4|GRIA4|3
Phirke et al.|FUT2|FUT2|3
Phirke et al.|ZNF879|ZNF879|3
Phirke et al.|DHRS4|DHRS4|3
Phirke et al.|SLC50A1|SLC50A1|3
Phirke et al.|ZBTB40|ZBTB40|3
Phirke et al.|P4HB|P4HB|3
Phirke et al.|BUD31|BUD31|3
Phirke et al.|SMYD4|SMYD4|3
Phirke et al.|TMEM67|TMEM67|3
Phirke et al.|UGT2B7|UGT2B7|3
Phirke et al.|FAM20A|FAM20A|3
Phirke et al.|UGT1A10|UGT1A10|3
Phirke et al.|CNTN2|CNTN2|3
Phirke et al.|LOC100132874|LOC100132874|3
Phirke et al.|FRRS1L|FRRS1L|3
Phirke et al.|RAC1|RAC1|3
Phirke et al.|CKS1B|CKS1B|3
Phirke et al.|LAPTM5|LAPTM5|3
Phirke et al.|NPY1R|NPY1R|3
Phirke et al.|TNRC6A|TNRC6A|3
Phirke et al.|UGT1A9|UGT1A9|3
Phirke et al.|GPX5|GPX5|3
Phirke et al.|HSPA8|HSPA8|3
Phirke et al.|PLK1|PLK1|3
Phirke et al.|DSCAML1|DSCAML1|3
Phirke et al.|SMARCA2|SMARCA2|3
Phirke et al.|CTSE|CTSE|3
Phirke et al.|THAP4|THAP4|3
Phirke et al.|NXF1|NXF1|3
Phirke et al.|HSPA5|HSPA5|3
Phirke et al.|PHF14|PHF14|3
Phirke et al.|AHCTF1|AHCTF1|3
Phirke et al.|CDC14A|CDC14A|3
Phirke et al.|SMARCD1|SMARCD1|3
Phirke et al.|SYTL3|SYTL3|3
Phirke et al.|IFT74|IFT74|3
Phirke et al.|PIRT|PIRT|3
Phirke et al.|PSMD1|PSMD1|3
Phirke et al.|CFAP221|CFAP221|3
Phirke et al.|COL6A6|COL6A6|3
Phirke et al.|MYEF2|MYEF2|3
Phirke et al.|CLEC10A|CLEC10A|3
Phirke et al.|METAP1|METAP1|3
Phirke et al.|RCC1|RCC1|3
Phirke et al.|CYP4V2|CYP4V2|3
Phirke et al.|DVL2|DVL2|3
Phirke et al.|ENPP1|ENPP1|3
Phirke et al.|IFT140|IFT140|3
Phirke et al.|WDR60|WDR60|3
Phirke et al.|TTC26|TTC26|3
Phirke et al.|RUVBL1|RUVBL1|3
Phirke et al.|TDO2|TDO2|3
Phirke et al.|GSTO1|GSTO1|3
Phirke et al.|ZAN|ZAN|3
Phirke et al.|BEST3|BEST3|3
Phirke et al.|EFR3B|EFR3B|3
Phirke et al.|CCDC53|CCDC53|3
Phirke et al.|SLC35F6|SLC35F6|3
Phirke et al.|IDH3G|IDH3G|3
Phirke et al.|PRSS2|PRSS2|3
Phirke et al.|ZDHHC11|ZDHHC11|3
Phirke et al.|PRKD2|PRKD2|3
Phirke et al.|CHRNA7|CHRNA7|3
Phirke et al.|TRIM59|TRIM59|3
Phirke et al.|RARB|RARB|3
Phirke et al.|WDR87|WDR87|3
Phirke et al.|REC114|REC114|3
Phirke et al.|SUGCT|SUGCT|3
Phirke et al.|CELF1|CELF1|3
Phirke et al.|UGT2A2|UGT2A2|3
Phirke et al.|YARS2|YARS2|3
Phirke et al.|MANBA|MANBA|3
Phirke et al.|BACH1|BACH1|3
Phirke et al.|DMD|DMD|3
Phirke et al.|NEUROD1|NEUROD1|3
Phirke et al.|ABCB1|ABCB1|3
Phirke et al.|CCNYL3|CCNYL3|3
Phirke et al.|SLC17A5|SLC17A5|3
Phirke et al.|SYNJ2|SYNJ2|3
Phirke et al.|CCDC7|CCDC7|3
Phirke et al.|NWD2|NWD2|3
Phirke et al.|RP5-1187M17.10|RP5-1187M17.10|3
Phirke et al.|TUBB|TUBB|3
Phirke et al.|CCNE1|CCNE1|3
Phirke et al.|MYH4|MYH4|3
Phirke et al.|PEX13|PEX13|3
Phirke et al.|ASTL|ASTL|3
Phirke et al.|CFL2|CFL2|3
Phirke et al.|RBFOX3|RBFOX3|3
Phirke et al.|ARL6|ARL6|3
Phirke et al.|HNRNPUL1|HNRNPUL1|3
Phirke et al.|RFC3|RFC3|3
Phirke et al.|DYNC1LI2|DYNC1LI2|3
Phirke et al.|USP7|USP7|3
Phirke et al.|ELOVL3|ELOVL3|3
Phirke et al.|CENPI|CENPI|3
Phirke et al.|CLCA1|CLCA1|3
Phirke et al.|CSMD1|CSMD1|3
Phirke et al.|ADGRL3|ADGRL3|3
Phirke et al.|CLNS1A|CLNS1A|3
Phirke et al.|FAIM|FAIM|3
Phirke et al.|SLC36A1|SLC36A1|3
Phirke et al.|GGCT|GGCT|3
Phirke et al.|NCS1|NCS1|3
Phirke et al.|FAM91A1|FAM91A1|3
Phirke et al.|IGFALS|IGFALS|3
Phirke et al.|LGR5|LGR5|3
Phirke et al.|HSDL2|HSDL2|3
Phirke et al.|PGP|PGP|3
Phirke et al.|TUBA1C|TUBA1C|3
Phirke et al.|UNC45A|UNC45A|3
Phirke et al.|LAMB1|LAMB1|3
Phirke et al.|C16orf72|C16orf72|3
Phirke et al.|BBS9|BBS9|3
Phirke et al.|NR1H3|NR1H3|3
Phirke et al.|RGS3|RGS3|3
Phirke et al.|ZMYM4|ZMYM4|3
Phirke et al.|KAT8|KAT8|3
Phirke et al.|NPR2|NPR2|3
Phirke et al.|KCNU1|KCNU1|3
Phirke et al.|PRPF8|PRPF8|3
Phirke et al.|FKBP9|FKBP9|3
Phirke et al.|SKP1|SKP1|3
Phirke et al.|PSMC2|PSMC2|3
Phirke et al.|DCC|DCC|3
Phirke et al.|SERINC1|SERINC1|3
Phirke et al.|FAXC|FAXC|3
Phirke et al.|RAB29|RAB29|3
Phirke et al.|MBOAT1|MBOAT1|3
Phirke et al.|WDR35|WDR35|3
Phirke et al.|DHRS9|DHRS9|3
Phirke et al.|HSD17B6|HSD17B6|3
Phirke et al.|FAM129C|FAM129C|3
Phirke et al.|TCTEX1D2|TCTEX1D2|3
Phirke et al.|GCSH|GCSH|3
Phirke et al.|PNPLA4|PNPLA4|3
Phirke et al.|PLRG1|PLRG1|3
Phirke et al.|TTLL12|TTLL12|3
Phirke et al.|DCAF11|DCAF11|3
Phirke et al.|GNAO1|GNAO1|3
Phirke et al.|MAP2K5|MAP2K5|3
Phirke et al.|TCTN1|TCTN1|3
Phirke et al.|EIF2A|EIF2A|3
Phirke et al.|MMP23B|MMP23B|3
Phirke et al.|WWOX|WWOX|3
Phirke et al.|SNAPC4|SNAPC4|3
Phirke et al.|WDR43|WDR43|3
Phirke et al.|UGT8|UGT8|3
Phirke et al.|ZSWIM8|ZSWIM8|3
Phirke et al.|EIF4G2|EIF4G2|3
Phirke et al.|DYNC2LI1|DYNC2LI1|3
Phirke et al.|LIN28B|LIN28B|3
Phirke et al.|DPP3|DPP3|3
Phirke et al.|GFPT1|GFPT1|3
Phirke et al.|SCARB2|SCARB2|3
Phirke et al.|MYCBP2|MYCBP2|3
Phirke et al.|SH3GL2|SH3GL2|3
Phirke et al.|ACOX1|ACOX1|3
Phirke et al.|FAM193A|FAM193A|3
Phirke et al.|STOM|STOM|3
Phirke et al.|F13B|F13B|3
Phirke et al.|XKR6|XKR6|3
Phirke et al.|TM9SF2|TM9SF2|3
Phirke et al.|TMSB4X|TMSB4X|3
Phirke et al.|CYP2J2|CYP2J2|3
Phirke et al.|PANX2|PANX2|3
Phirke et al.|TRIM13|TRIM13|3
Phirke et al.|HIST2H2AB|HIST2H2AB|3
Phirke et al.|HIST2H3C|HIST2H3C|3
Phirke et al.|TRAF7|TRAF7|3
Phirke et al.|CUBN|CUBN|3
Phirke et al.|VLDLR|VLDLR|3
Phirke et al.|DNAJC13|DNAJC13|3
Phirke et al.|TMEM199|TMEM199|3
Phirke et al.|POLR2A|POLR2A|3
Phirke et al.|TRIM47|TRIM47|3
Phirke et al.|ZNF791|ZNF791|3
Phirke et al.|CDC23|CDC23|3
Phirke et al.|PTK2B|PTK2B|3
Phirke et al.|HPGDS|HPGDS|3
Phirke et al.|NDRG4|NDRG4|3
Phirke et al.|IQCH|IQCH|3
Phirke et al.|KCNIP2|KCNIP2|3
Phirke et al.|TTN|TTN|3
Phirke et al.|DENND2C|DENND2C|3
Phirke et al.|NUB1|NUB1|3
Phirke et al.|TAF15|TAF15|3
Phirke et al.|CDC25C|CDC25C|3
Phirke et al.|FKBP10|FKBP10|3
Phirke et al.|KIAA1524|KIAA1524|3
Phirke et al.|HIST2H2BF|HIST2H2BF|3
Phirke et al.|DYNC2H1|DYNC2H1|3
Phirke et al.|PLEKHM3|PLEKHM3|3
Phirke et al.|MEIS2|MEIS2|3
Phirke et al.|ARL3|ARL3|3
Phirke et al.|BBS2|BBS2|3
Phirke et al.|SDR9C7|SDR9C7|3
Phirke et al.|PGM3|PGM3|3
Phirke et al.|POGK|POGK|3
Phirke et al.|TEC|TEC|3
Phirke et al.|EIF3G|EIF3G|3
Phirke et al.|GREB1L|GREB1L|3
Phirke et al.|ANKRD26|ANKRD26|3
Phirke et al.|MARC1|MARC1|3
Phirke et al.|RNF144B|RNF144B|3
Phirke et al.|IFT122|IFT122|3
Phirke et al.|UBXN4|UBXN4|3
Phirke et al.|RASGRP3|RASGRP3|3
Phirke et al.|FCER2|FCER2|3
Phirke et al.|CLEC7A|CLEC7A|3
Phirke et al.|LRRC1|LRRC1|3
Phirke et al.|PIEZO2|PIEZO2|3
Phirke et al.|CCDC136|CCDC136|3
Phirke et al.|BPTF|BPTF|3
Phirke et al.|LPP|LPP|3
Phirke et al.|KLHL10|KLHL10|3
Phirke et al.|DDX42|DDX42|3
Phirke et al.|ACSF2|ACSF2|3
Phirke et al.|CIB2|CIB2|3
Phirke et al.|MFSD11|MFSD11|3
Phirke et al.|BSX|BSX|3
Phirke et al.|CTSZ|CTSZ|3
Phirke et al.|MCM7|MCM7|3
Phirke et al.|CTSB|CTSB|3
Phirke et al.|KCNK18|KCNK18|3
Phirke et al.|RFX3|RFX3|3
Phirke et al.|ANP32A|ANP32A|3
Phirke et al.|ITGA3|ITGA3|3
Phirke et al.|PPP2R3A|PPP2R3A|3
Phirke et al.|ESRRG|ESRRG|3
Phirke et al.|P4HA1|P4HA1|3
Phirke et al.|LGI4|LGI4|3
Phirke et al.|ZNF90|ZNF90|3
Phirke et al.|CARS|CARS|3
Phirke et al.|EIF4E2|EIF4E2|3
Phirke et al.|C1GALT1|C1GALT1|3
Phirke et al.|SLC19A3|SLC19A3|3
Phirke et al.|ACSL4|ACSL4|3
Phirke et al.|PABPC4|PABPC4|3
Phirke et al.|ACAD10|ACAD10|3
Phirke et al.|IFI30|IFI30|3
Phirke et al.|WNT4|WNT4|3
Phirke et al.|HSPB6|HSPB6|3
Phirke et al.|IFT80|IFT80|3
Phirke et al.|HINFP|HINFP|3
Phirke et al.|WDR54|WDR54|3
Phirke et al.|IBA57|IBA57|3
Phirke et al.|MEP1A|MEP1A|3
Phirke et al.|HS3ST1|HS3ST1|3
Phirke et al.|C1orf141|C1orf141|3
Phirke et al.|KNDC1|KNDC1|3
Phirke et al.|FAM136A|FAM136A|3
Phirke et al.|CYP2C8|CYP2C8|3
Phirke et al.|LONRF1|LONRF1|3
Phirke et al.|ERP44|ERP44|3
Phirke et al.|SHROOM4|SHROOM4|3
Phirke et al.|ESR1|ESR1|3
Phirke et al.|ABCB9|ABCB9|3
Phirke et al.|MSRA|MSRA|3
Phirke et al.|NUDT21|NUDT21|3
Phirke et al.|COL11A1|COL11A1|3
Phirke et al.|NR2E3|NR2E3|3
Phirke et al.|MLEC|MLEC|3
Phirke et al.|CKB|CKB|3
Phirke et al.|KLHL41|KLHL41|3
Phirke et al.|DOCK7|DOCK7|3
Phirke et al.|KEAP1|KEAP1|3
Phirke et al.|WFIKKN1|WFIKKN1|3
Phirke et al.|KIAA0100|KIAA0100|3
Phirke et al.|GLRA4|GLRA4|3
Phirke et al.|GAK|GAK|3
Phirke et al.|KLHL30|KLHL30|3
Phirke et al.|PLA2G6|PLA2G6|3
Phirke et al.|RXRA|RXRA|3
Phirke et al.|ZYG11B|ZYG11B|3
Phirke et al.|LTBP1|LTBP1|3
Phirke et al.|PI16|PI16|3
Phirke et al.|FAM19A5|FAM19A5|3
Phirke et al.|FAXDC2|FAXDC2|3
Phirke et al.|E2F7|E2F7|3
Phirke et al.|CCDC80|CCDC80|3
Phirke et al.|PLGLB2|PLGLB2|3
Phirke et al.|CNGB1|CNGB1|3
Phirke et al.|NCOR1|NCOR1|3
Phirke et al.|RGS20|RGS20|3
Phirke et al.|ZFP36L1|ZFP36L1|3
Phirke et al.|MYT1|MYT1|3
Phirke et al.|ATG16L1|ATG16L1|3
Phirke et al.|PLOD3|PLOD3|3
Phirke et al.|ARAP1|ARAP1|3
Phirke et al.|ZNF438|ZNF438|3
Phirke et al.|STOX1|STOX1|3
Phirke et al.|CACNG5|CACNG5|3
Phirke et al.|LOC107986805|LOC107986805|3
Phirke et al.|DECR1|DECR1|3
Phirke et al.|WHSC1|WHSC1|3
Phirke et al.|SUN1|SUN1|3
Phirke et al.|NPSR1|NPSR1|3
Phirke et al.|TTC30B|TTC30B|3
Phirke et al.|IL10|IL10|3
Phirke et al.|KIF16B|KIF16B|3
Phirke et al.|HIST1H2BN|HIST1H2BN|3
Phirke et al.|PI3|PI3|3
Phirke et al.|ECE2|ECE2|3
Phirke et al.|NID1|NID1|3
Phirke et al.|RDH16|RDH16|3
Phirke et al.|CD1D|CD1D|3
Phirke et al.|MARCH1|MARCH1|3
Phirke et al.|NCAN|NCAN|3
Phirke et al.|GSTP1|GSTP1|3
Phirke et al.|DHX15|DHX15|3
Phirke et al.|FRS2|FRS2|3
Phirke et al.|FBLN1|FBLN1|3
Phirke et al.|PNPO|PNPO|3
Phirke et al.|EIF4A1|EIF4A1|3
Phirke et al.|PDXK|PDXK|3
Phirke et al.|ADD1|ADD1|3
Phirke et al.|STOML1|STOML1|3
Phirke et al.|ZNF250|ZNF250|3
Phirke et al.|H3F3B|H3F3B|3
Phirke et al.|POLR1D|POLR1D|3
Phirke et al.|ECH1|ECH1|3
Phirke et al.|SAFB2|SAFB2|3
Phirke et al.|EIF4G3|EIF4G3|3
Phirke et al.|GPKOW|GPKOW|3
Phirke et al.|ZBTB16|ZBTB16|3
Phirke et al.|OXGR1|OXGR1|3
Phirke et al.|RANBP2|RANBP2|3
Phirke et al.|PSMD11|PSMD11|3
Phirke et al.|IFT57|IFT57|3
Phirke et al.|CHP1|CHP1|3
Phirke et al.|ORC2|ORC2|3
Phirke et al.|ZNF689|ZNF689|3
Phirke et al.|BACH2|BACH2|3
Phirke et al.|CDK7|CDK7|3
Phirke et al.|LAMB3|LAMB3|3
Phirke et al.|CALM2|CALM2|3
Phirke et al.|HNF4A|HNF4A|3
Phirke et al.|BAG2|BAG2|3
Phirke et al.|TTLL11|TTLL11|3
Phirke et al.|PARG|PARG|3
Phirke et al.|UGT3A2|UGT3A2|3
Phirke et al.|RAN|RAN|3
Phirke et al.|ENDOU|ENDOU|3
Phirke et al.|SPOP|SPOP|3
Phirke et al.|SF3B3|SF3B3|3
Phirke et al.|B9D1|B9D1|3
Phirke et al.|TRPC4|TRPC4|3
Phirke et al.|KIAA0556|KIAA0556|3
Phirke et al.|LECT2|LECT2|3
Phirke et al.|GSN|GSN|3
Phirke et al.|NMUR2|NMUR2|3
Phirke et al.|CCKAR|CCKAR|3
Phirke et al.|CYP3A4|CYP3A4|3
Phirke et al.|GADD45GIP1|GADD45GIP1|3
Phirke et al.|RBBP4|RBBP4|3
Phirke et al.|BBIP1|BBIP1|3
Phirke et al.|EPHX4|EPHX4|3
Phirke et al.|MAGI2|MAGI2|3
Phirke et al.|CC2D2B|CC2D2B|3
Phirke et al.|MAP2K7|MAP2K7|3
Phirke et al.|FMO5|FMO5|3
Phirke et al.|WDR1|WDR1|3
Phirke et al.|PIH1D2|PIH1D2|3
Phirke et al.|LARGE2|LARGE2|3
Phirke et al.|CTSA|CTSA|3
Phirke et al.|TMEM98|TMEM98|3
Phirke et al.|RNASET2|RNASET2|3
Phirke et al.|TRPC3|TRPC3|3
