Gene_name	Gene_synonyms
KALRN	HAPIP
KALRN	TRAD
CDKL2	KKIAMRE
CDKL2	P56
HAP1	HAP2
HAP1	HIP5
HAP1	HLP
HAP1	hHLP1
F2RL3	PAR4
TAF1C	MGC:39976
TAF1C	SL1
TAF1C	TAFI110
TAF1C	TAFI95
TAF1B	MGC:9349
TAF1B	RAF1B
TAF1B	RAFI63
TAF1B	SL1
TAF1B	TAFI63
TAF1A	MGC:17061
TAF1A	RAFI48
TAF1A	SL1
TAF1A	TAFI48
SLC25A14	BMCP1
SLC25A14	UCP5
MPZL1	MPZL1b
MPZL1	PZR
MPZL1	PZR1b
MPZL1	PZRa
MPZL1	PZRb
MAP3K14	FTDCR1B
MAP3K14	HS
MAP3K14	HSNIK
MAP3K14	NIK
SOCS3	ATOD4
SOCS3	CIS3
SOCS3	Cish3
SOCS3	SOCS-3
SOCS3	SSI-3
SOCS3	SSI3
CLIC3	-
CH25H	C25H
BRSK2	C11orf7
BRSK2	PEN11B
BRSK2	SAD1
BRSK2	SADA
BRSK2	STK29
RNF8	hRNF8
HIP1R	HIP12
HIP1R	HIP3
HIP1R	ILWEQ
NAT8	ATase2
NAT8	CCNAT
NAT8	CML1
NAT8	GLA
NAT8	Hcml1
NAT8	TSC501
NAT8	TSC510
RHBDL1	RHBDL
RHBDL1	RRP
ERDA1	-
BAZ1B	WBSCR10
BAZ1B	WBSCR9
BAZ1B	WSTF
TM4SF5	-
PKD2L1	PCL
PKD2L1	PKD2L
PKD2L1	PKDL
PKD2L1	TRPP3
CCRL2	ACKR5
CCRL2	CKRX
CCRL2	CRAM
CCRL2	CRAM-A
CCRL2	CRAM-B
CCRL2	HCR
SEMA5A	SEMAF
SEMA5A	semF
TAAR5	PNR
UBA3	NAE2
UBA3	UBE1C
UBA3	hUBA3
UBE2M	UBC-RS2
UBE2M	UBC12
UBE2M	hUbc12
SPAG9	CT89
SPAG9	HLC-6
SPAG9	HLC4
SPAG9	HLC6
SPAG9	JIP-4
SPAG9	JIP4
SPAG9	JLP
SPAG9	PHET
SPAG9	PIG6
BTAF1	MOT1
BTAF1	TAF(II)170
BTAF1	TAF172
BTAF1	TAFII170
RPL14	CAG-ISL-7
RPL14	CTG-B33
RPL14	L14
RPL14	RL14
RPL14	hRL14
DOK2	p56DOK
DOK2	p56dok-2
SH2D2A	F2771
SH2D2A	SCAP
SH2D2A	TSAD
SH2D2A	VRAP
ARTN	ART
ARTN	ENOVIN
ARTN	EVN
ARTN	NBN
AIP	ARA9
AIP	FKBP16
AIP	FKBP37
AIP	PITA1
AIP	SMTPHN
AIP	XAP-2
AIP	XAP2
PSTPIP2	MAYP
PSTPIP1	CD2BP1
PSTPIP1	CD2BP1L
PSTPIP1	CD2BP1S
PSTPIP1	H-PIP
PSTPIP1	PAPAS
PSTPIP1	PSTPIP
GPRC5A	GPCR5A
GPRC5A	PEIG-1
GPRC5A	RAI3
GPRC5A	RAIG1
GPRC5A	TIG1
MAP7	E-MAP-115
MAP7	EMAP115
NFS1	HUSSY-08
NFS1	IscS
NFS1	NIFS
PRC1	ASE1
SLC7A7	LAT3
SLC7A7	LPI
SLC7A7	MOP-2
SLC7A7	Y+LAT1
SLC7A7	y+LAT-1
SLC7A6	LAT-2
SLC7A6	LAT3
SLC7A6	y+LAT-2
SLC13A2	NADC1
SLC13A2	NaCT
SLC13A2	NaDC-1
SLC13A2	SDCT1
PAPSS2	ATPSK2
PAPSS2	BCYM4
PAPSS2	SK2
PAPSS1	ATPSK1
PAPSS1	PAPSS
PAPSS1	SK1
PIAS2	ARIP3
PIAS2	DIP
PIAS2	MIZ1
PIAS2	PIASX
PIAS2	SIZ2
PIAS2	ZMIZ4
MAP3K6	ASK2
MAP3K6	MAPKKK6
MAP3K6	MEKK6
SYT7	IPCA-7
SYT7	IPCA7
SYT7	PCANAP7
SYT7	SYT-VII
SYT7	SYTVII
ANGPTL1	ANG3
ANGPTL1	ANGPT3
ANGPTL1	ARP1
ANGPTL1	AngY
ANGPTL1	UNQ162
ANGPTL1	dJ595C2.2
CLDN12	-
ASH2L	ASH2
ASH2L	ASH2L1
ASH2L	ASH2L2
ASH2L	Bre2
CLDN10	CPETRL3
CLDN10	HELIX
CLDN10	OSP-L
CLDN10	OSPL
CLDN8	HEL-S-79
CLDN6	-
CLDN2	-
CLDN1	CLD1
CLDN1	ILVASC
CLDN1	SEMP1
DIRAS3	ARHI
DIRAS3	NOEY2
LDB2	CLIM1
LDB2	LDB-2
LDB2	LDB1
CLDN9	-
PRY	PRY1
PRY	PTPN13LY
XKRY	XKRY1
BPY2	BPY2A
BPY2	VCY2
BPY2	VCY2A
VCY	BPY1
VCY	VCY1
VCY	VCY1A
CDY1	CDY
CDY1	CDY1A
EIF1AY	eIF-4C
TMSB4Y	TB4Y
PKMYT1	MYT1
PKMYT1	PPP1R126
PIGQ	EIEE77
PIGQ	GPI1
PIGQ	c407A10.1
SART1	Ara1
SART1	HAF
SART1	HOMS1
SART1	SART1259
SART1	SNRNP110
SART1	Snu66
DNAJA3	HCA57
DNAJA3	TID1
DNAJA3	hTID-1
UNC119	HRG4
UNC119	IMD13
UNC119	POC7
UNC119	POC7A
TBX19	TBS19
TBX19	TPIT
TBX19	dJ747L4.1
TBX18	CAKUT2
USP14	TGT
USP6	HRP1
USP6	TRE17
USP6	TRE2
USP6	TRESMCR
USP6	Tre-2
USP6	USP6-short
USP2	UBP41
USP2	USP9
USP10	UBPO
USP8	HumORF8
USP8	PITA4
USP8	SPG59
USP8	UBPY
FCGR2C	CD32
FCGR2C	CD32C
FCGR2C	CDW32
FCGR2C	FCG2
FCGR2C	FCRIIC
FCGR2C	IGFR2
RGN	GNL
RGN	HEL-S-41
RGN	RC
RGN	SMP30
MTMR6	-
MTMR7	-
MTMR4	FYVE-DSP2
MTMR4	ZFYVE11
NMI	-
MTA1	-
LATS1	WARTS
LATS1	wts
ATP6V0D1	ATP6D
ATP6V0D1	ATP6DV
ATP6V0D1	P39
ATP6V0D1	VATX
ATP6V0D1	VMA6
ATP6V0D1	VPATPD
SEC22C	SEC22L3
INA	NEF5
INA	NF-66
INA	TXBP-1
KRT75	K6HF
KRT75	KB18
KRT75	PFB
SLC16A6	MCT6
SLC16A6	MCT7
SLC16A5	MCT5
SLC16A5	MCT6
SLC16A4	MCT4
SLC16A4	MCT5
SLC16A3	MCT 3
SLC16A3	MCT 4
SLC16A3	MCT-3
SLC16A3	MCT-4
SLC16A3	MCT3
SLC16A3	MCT4
PDLIM1	CLIM1
PDLIM1	CLP-36
PDLIM1	CLP36
PDLIM1	HEL-S-112
PDLIM1	hCLIM1
CNOT9	CAF40
CNOT9	CT129
CNOT9	RCD-1
CNOT9	RCD1
CNOT9	RQCD1
SMC3	BAM
SMC3	BMH
SMC3	CDLS3
SMC3	CSPG6
SMC3	HCAP
SMC3	SMC3L1
P2RX6	P2RXL1
P2RX6	P2X6
P2RX6	P2XM
PRPF4	HPRP4
PRPF4	HPRP4P
PRPF4	PRP4
PRPF4	Prp4p
PRPF4	RP70
PRPF4	SNRNP60
PRPF3	HPRP3
PRPF3	HPRP3P
PRPF3	PRP3
PRPF3	Prp3p
PRPF3	RP18
PRPF3	SNRNP90
FAM50A	9F
FAM50A	DXS9928E
FAM50A	HXC-26
FAM50A	HXC26
FAM50A	XAP5
AIFM1	AIF
AIFM1	AUNX1
AIFM1	CMT2D
AIFM1	CMTX4
AIFM1	COWCK
AIFM1	COXPD6
AIFM1	DFNX5
AIFM1	NADMR
AIFM1	NAMSD
AIFM1	PDCD8
AIFM1	SEMDHL
KCNQ4	DFNA2
KCNQ4	DFNA2A
KCNQ4	KV7.4
CCNB2	HsT17299
CCNE2	CYCE2
RABEP1	RAB5EP
RABEP1	RABPT5
RRP9	RNU3IP2
RRP9	U3-55K
ARHGEF1	GEF1
ARHGEF1	IMD62
ARHGEF1	LBCL2
ARHGEF1	LSC
ARHGEF1	P115-RHOGEF
ARHGEF1	SUB1.5
CBFA2T2	EHT
CBFA2T2	MTGR1
CBFA2T2	ZMYND3
CBFA2T2	p85
ATG12	APG12
ATG12	APG12L
ATG12	FBR93
ATG12	HAPG12
PDCD5	TFAR19
SYNGR3	-
SYNGR2	-
SYNGR1	-
HGS	HRS
NEMF	NY-CO-1
NEMF	SDCCAG1
NEURL1	NEUR1
NEURL1	NEURL
NEURL1	RNF67
NEURL1	bA416N2.1
NEURL1	neu
NEURL1	neu-1
DYRK1B	AOMS3
DYRK1B	MIRK
CTDP1	CCFDN
CTDP1	FCP1
SLC6A5	GLYT-2
SLC6A5	GLYT2
SLC6A5	HKPX3
SLC6A5	NET1
SLC28A2	CNT2
SLC28A2	HCNT2
SLC28A2	HsT17153
SLC28A2	SPNT1
SLC28A1	CNT1
SLC28A1	HCNT1
SLC28A1	URCTU
EXO1	HEX1
EXO1	hExoI
FIBP	FGFIBP
FIBP	FIBP-1
FIBP	TROFAS
PCSK7	LPC
PCSK7	PC7
PCSK7	PC8
PCSK7	SPC7
DGKI	DGK-IOTA
AMLCR2	AMLCR
EBAG9	EB9
EBAG9	PDAF
COX7A2L	COX7AR
COX7A2L	COX7RP
COX7A2L	EB1
COX7A2L	SIG81
TMSB10	MIG12
TMSB10	TB10
SCAF11	CASP11
SCAF11	SFRS2IP
SCAF11	SIP1
SCAF11	SRRP129
SCAF11	SRSF2IP
LPAR2	EDG-4
LPAR2	EDG4
LPAR2	LPA-2
LPAR2	LPA2
MYOM2	TTNAP
IL1RL1	DER4
IL1RL1	FIT-1
IL1RL1	IL33R
IL1RL1	ST2
IL1RL1	ST2L
IL1RL1	ST2V
IL1RL1	T1
MAP3K13	LZK
MAP3K13	MEKK13
MAP3K13	MLK
HTR3B	5-HT3B
AP4M1	CPSQ3
AP4M1	MU-4
AP4M1	MU-ARP2
AP4M1	SPG50
OSMR	IL-31R-beta
OSMR	IL-31RB
OSMR	OSMRB
OSMR	OSMRbeta
OSMR	PLCA1
ARHGEF2	GEF
ARHGEF2	GEF-H1
ARHGEF2	GEFH1
ARHGEF2	LFP40
ARHGEF2	Lfc
ARHGEF2	NEDMHM
ARHGEF2	P40
RASSF9	P-CIP1
RASSF9	PAMCI
RASSF9	PCIP1
ZW10	HZW10
ZW10	KNTC1AP
BUB3	BUB3L
BUB3	hBUB3
REPS2	POB1
SLC24A1	CSNB1D
SLC24A1	HsT17412
SLC24A1	NCKX
SLC24A1	NCKX1
SLC24A1	RODX
DDX21	GUA
DDX21	GURDB
DDX21	RH-II/GU
DDX21	RH-II/GuA
ZBED1	ALTE
ZBED1	DREF
ZBED1	TRAMP
ZBED1	hDREF
DEDD	CASP8IP1
DEDD	DEDD1
DEDD	DEFT
DEDD	FLDED1
DEDD	KE05
SLC16A7	MCT2
KCNAB3	AKR6A9
KCNAB3	KCNA3.1B
KCNAB3	KCNA3B
KCNAB3	KV-BETA-3
SLC33A1	ACATN
SLC33A1	AT-1
SLC33A1	AT1
SLC33A1	CCHLND
SLC33A1	SPG42
HACD1	CAP
HACD1	PTPLA
DCLK1	CL1
DCLK1	CLICK1
DCLK1	DCAMKL1
DCLK1	DCDC3A
DCLK1	DCLK
ZMYM4	CDIR
ZMYM4	MYM
ZMYM4	ZNF198L3
ZMYM4	ZNF262
ZMYM3	DXS6673E
ZMYM3	MYM
ZMYM3	XFIM
ZMYM3	ZNF198L2
ZMYM3	ZNF261
ZMYM6	Buster2
ZMYM6	MYM
ZMYM6	ZBED7
ZMYM6	ZNF198L4
ZMYM6	ZNF258
ZMYM5	HSPC050
ZMYM5	MYM
ZMYM5	ZNF198L1
ZMYM5	ZNF237
RAD17P2	HRAD17P2
RAD17P1	HRAD17P1
LRRFIP1	FLAP-1
LRRFIP1	FLAP1
LRRFIP1	FLIIAP1
LRRFIP1	GCF-2
LRRFIP1	GCF2
LRRFIP1	HUFI-1
LRRFIP1	TRIP
LRRFIP2	HUFI-2
BMP15	GDF9B
BMP15	ODG2
BMP15	POF4
LGI1	ADLTE
LGI1	ADPAEF
LGI1	ADPEAF
LGI1	EPITEMPIN
LGI1	EPT
LGI1	ETL1
LGI1	IB1099
AURKB	AIK2
AURKB	AIM-1
AURKB	AIM1
AURKB	ARK-2
AURKB	ARK2
AURKB	AurB
AURKB	IPL1
AURKB	PPP1R48
AURKB	STK-1
AURKB	STK12
AURKB	STK5
AURKB	aurkb-sv1
AURKB	aurkb-sv2
XPR1	IBGC6
XPR1	SLC53A1
XPR1	SYG1
XPR1	X3
FCMR	FAIM3
FCMR	TOSO
LARGE1	LARGE
LARGE1	MDC1D
LARGE1	MDDGA6
LARGE1	MDDGB6
VAPB	ALS8
VAPB	VAMP-B
VAPB	VAP-B
VAPA	VAP-33
VAPA	VAP-A
VAPA	VAP33
VAPA	hVAP-33
MTA2	MTA1L1
MTA2	PID
TIAF1	MAJN
TIAF1	SPR210
NOLC1	NOPP130
NOLC1	NOPP140
NOLC1	NS5ATP13
NOLC1	P130
NOLC1	Srp40
MAGI1	AIP-3
MAGI1	AIP3
MAGI1	BAIAP1
MAGI1	BAP-1
MAGI1	BAP1
MAGI1	MAGI-1
MAGI1	MAGI-1b
MAGI1	Magi1d
MAGI1	TNRC19
MAGI1	WWP3
LRAT	LCA14
DLGAP2	C8orf68
DLGAP2	DAP2
DLGAP2	ERICH1-AS1
DLGAP2	SAPAP2
DLGAP1	DAP-1
DLGAP1	DAP-1-ALPHA
DLGAP1	DAP-1-BETA
DLGAP1	DAP1
DLGAP1	DLGAP1A
DLGAP1	DLGAP1B
DLGAP1	GKAP
DLGAP1	SAPAP1
RAB11B	H-YPT3
RAB11B	NDAGSCW
DLG5	LP-DLG
DLG5	P-DLG5
DLG5	PDLG
PTTG1	EAP1
PTTG1	HPTTG
PTTG1	PTTG
PTTG1	TUTR1
IL32	IL-32alpha
IL32	IL-32beta
IL32	IL-32delta
IL32	IL-32gamma
IL32	NK4
IL32	TAIF
IL32	TAIFa
IL32	TAIFb
IL32	TAIFc
IL32	TAIFd
CCPG1	CPR8
TBRG4	CPR2
TBRG4	FASTKD4
PNMA1	MA1
NOG	SYM1
NOG	SYNS1
NOG	SYNS1A
MSC	ABF-1
MSC	ABF1
MSC	MYOR
MSC	bHLHa22
CRLF1	CISS
CRLF1	CISS1
CRLF1	CLF
CRLF1	CLF-1
CRLF1	NR6
CRLF1	zcytor5
GCNT3	C2/4GnT
GCNT3	C24GNT
GCNT3	C2GNT2
GCNT3	C2GNTM
GCNT3	GNTM
UBE2L6	RIG-B
UBE2L6	UBCH8
GCM2	GCMB
GCM2	HRPT4
GCM2	hGCMb
GPR50	H9
GPR50	Mel1c
DHRS3	DD83.1
DHRS3	RDH17
DHRS3	Rsdr1
DHRS3	SDR1
DHRS3	SDR16C1
DHRS3	retSDR1
RPS6KA5	MSK1
RPS6KA5	MSPK1
RPS6KA5	RLPK
NUMBL	CAG3A
NUMBL	CTG3a
NUMBL	NBL
NUMBL	NUMB-R
NUMBL	NUMBLIKE
NUMBL	NUMBR
NUMBL	TNRC23
CACNA2D2	CACNA2D
CACNA2D2	CASVDD
AIMP1	EMAP2
AIMP1	EMAPII
AIMP1	HLD3
AIMP1	SCYE1
AIMP1	p43
TSPOAP1	BZRAP1
TSPOAP1	PBR-IP
TSPOAP1	PRAX-1
TSPOAP1	PRAX1
TSPOAP1	RIM-BP1
TSPOAP1	RIMBP1
MFHAS1	LRRC65
MFHAS1	MASL1
MFHAS1	ROCO4
PDLIM7	LMP1
PDLIM7	LMP3
MAPKAPK2	MAPKAP-K2
MAPKAPK2	MK-2
MAPKAPK2	MK2
STK17B	DRAK2
STK17A	DRAK1
CYTH3	ARNO3
CYTH3	GRP1
CYTH3	PSCD3
CYTH3	cytohesin-3
CYTH2	ARNO
CYTH2	CTS18
CYTH2	CTS18.1
CYTH2	PSCD2
CYTH2	PSCD2L
CYTH2	SEC7L
CYTH2	Sec7p-L
CYTH2	Sec7p-like
CYTH2	cytohesin-2
CYTH1	B2-1
CYTH1	CYTOHESIN-1
CYTH1	D17S811E
CYTH1	PSCD1
CYTH1	SEC7
ITGB1BP1	ICAP-1A
ITGB1BP1	ICAP-1B
ITGB1BP1	ICAP-1alpha
ITGB1BP1	ICAP1
ITGB1BP1	ICAP1A
ITGB1BP1	ICAP1B
PIWIL1	CT80.1
PIWIL1	HIWI
PIWIL1	MIWI
PIWIL1	PIWI
BCL7C	-
BCL7B	-
COPB2	MCPH19
COPB2	beta'-COP
WDR46	BING4
WDR46	C6orf11
WDR46	FP221
WDR46	UTP7
ZBTB22	BING1
ZBTB22	ZBTB22A
ZBTB22	ZNF297
ZBTB22	ZNF297A
ZBTB22	fru
ZBTB22	fruitless
MED14	CRSP150
MED14	CRSP2
MED14	CSRP
MED14	CXorf4
MED14	DRIP150
MED14	EXLM1
MED14	RGR1
MED14	TRAP170
GPR37L1	ET(B)R-LP-2
GPR37L1	ETBR-LP-2
GPR37L1	ETBRLP2
NPIPA1	NPIP
NPIPA1	NPIPA
NPIPA1	morpheus
TAAR2	GPR58
TAAR2	taR-2
TAAR3P	GPR57
TAAR3P	GPR58
TAAR3P	TAAR2
TAAR3P	TAAR3
ADGRG1	BFPP
ADGRG1	BPPR
ADGRG1	GPR56
ADGRG1	TM7LN4
ADGRG1	TM7XN1
GPR55	LPIR1
GPR53P	PsiGPR53
GPR53P	dJ271M21.8
GPR52	-
S1PR2	AGR16
S1PR2	DFNB68
S1PR2	EDG-5
S1PR2	EDG5
S1PR2	Gpcr13
S1PR2	H218
S1PR2	LPB2
S1PR2	S1P2
SRSF11	NET2
SRSF11	SFRS11
SRSF11	dJ677H15.2
SRSF11	p54
ATP6V1F	ATP6S14
ATP6V1F	VATF
ATP6V1F	Vma7
SNORD29	RNU29
SNORD29	U29
SNORD31	RNU31
SNORD31	SNORD31A
SNORD31	U31
SNORD30	RNU30
SNORD30	U30
SNORD28	RNU28
SNORD28	SNORD28A
SNORD28	U28
SNORD27	RNU27
SNORD27	U27
SNORD26	RNU26
SNORD26	U26
SNORD25	RNU25
SNORD25	U25
SNORD22	RNU22
SNORD22	U22
SOCS6	CIS-4
SOCS6	CIS4
SOCS6	HSPC060
SOCS6	SOCS-4
SOCS6	SOCS-6
SOCS6	SOCS4
SOCS6	SSI4
SOCS6	STAI4
SOCS6	STATI4
CD83	BL11
CD83	HB15
ZNF235	ANF270
ZNF235	HZF6
ZNF235	ZFP93
ZNF235	ZNF270
ASIC3	ACCN3
ASIC3	DRASIC
ASIC3	SLNAC1
ASIC3	TNaC1
KCNB2	KV2.2
MMP20	AI2A2
MMP20	MMP-20
KLF4	EZF
KLF4	GKLF
NREP	C5orf13
NREP	D4S114
NREP	P311
NREP	PRO1873
NREP	PTZ17
NREP	SEZ17
PTER	HPHRP
PTER	RPR-1
COPS2	ALIEN
COPS2	CSN2
COPS2	SGN2
COPS2	TRIP15
TRIP13	16E1BP
TRIP13	MVA3
TRIP12	MRD49
TRIP12	TRIP-12
TRIP12	TRIPC
TRIP12	ULF
TRIP11	ACG1A
TRIP11	CEV14
TRIP11	GMAP-210
TRIP11	GMAP210
TRIP11	ODCD
TRIP11	TRIP-11
TRIP11	TRIP230
TRIP10	CIP4
TRIP10	HSTP
TRIP10	STOT
TRIP10	STP
TRIP10	TRIP-10
HMGN3	PNAS-24
HMGN3	PNAS-25
HMGN3	TRIP7
TRIP4	ASC-1
TRIP4	ASC1
TRIP4	HsT17391
TRIP4	MDCDC
TRIP4	SMABF1
TRIP4	ZC2HC5
ZNHIT3	Hit1
ZNHIT3	PEHO
ZNHIT3	TRIP3
GTF3C5	TFIIIC63
GTF3C5	TFIIICepsilon
GTF3C5	TFiiiC2-63
GTF3C4	KAT12
GTF3C4	TF3C-delta
GTF3C4	TFIII90
GTF3C4	TFIIIC290
GTF3C4	TFIIIC90
GTF3C4	TFIIICDELTA
GTF3C3	TFIIIC102
GTF3C3	TFIIICgamma
GTF3C3	TFiiiC2-102
B4GALT6	B4Gal-T6
B4GALT6	beta4Gal-T6
CD163	M130
CD163	MM130
CD163	SCARI1
TGM5	PSS2
TGM5	TGASE5
TGM5	TGASEX
TGM5	TGM6
TGM5	TGMX
TGM5	TGX
B4GALT5	B4Gal-T5
B4GALT5	BETA4-GALT-IV
B4GALT5	beta4Gal-T5
B4GALT5	beta4GalT-V
B4GALT5	gt-V
CNOT8	CAF1
CNOT8	CALIF
CNOT8	Caf1b
CNOT8	POP2
CNOT8	hCAF1
TCEAL1	SIIR
TCEAL1	WEX9
TCEAL1	p21
TCEAL1	pp21
GLP2R	-
VAMP3	CEB
SNAP29	CEDNIK
SNAP29	SNAP-29
EFTUD2	MFDGA
EFTUD2	MFDM
EFTUD2	SNRNP116
EFTUD2	Snrp116
EFTUD2	Snu114
EFTUD2	U5-116KD
TAOK2	MAP3K17
TAOK2	PSK
TAOK2	PSK1
TAOK2	PSK1-BETA
TAOK2	TAO1
TAOK2	TAO2
NDST3	HSST3
RPL23	L23
RPL23	rpL17
CER1	DAND4
SLC9A3R2	E3KARP
SLC9A3R2	NHE3RF2
SLC9A3R2	NHERF-2
SLC9A3R2	NHERF2
SLC9A3R2	OCTS2
SLC9A3R2	SIP-1
SLC9A3R2	SIP1
SLC9A3R2	TKA-1
TXNL1	HEL-S-114
TXNL1	TRP32
TXNL1	TXL-1
TXNL1	TXNL
TXNL1	Txl
SLIT2	SLIL3
SLIT2	Slit-2
UBE4A	E4
UBE4A	UBOX2
UBE4A	UFD2
LHX2	LH2
LHX2	hLhx2
SLC22A6	HOAT1
SLC22A6	OAT1
SLC22A6	PAHT
SLC22A6	ROAT1
ITGBL1	OSCP
ITGBL1	TIED
PPIG	CARS-Cyp
PPIG	CYP
PPIG	SCAF10
PPIG	SRCyp
LONP1	CODASS
LONP1	LON
LONP1	LONP
LONP1	LonHS
LONP1	PIM1
LONP1	PRSS15
LONP1	hLON
CPNE6	-
RAB33A	RabS10
RAB28	CORD18
KL	HFTC3
RAB9BP1	RAB9P1
RAB9A	RAB9
SLC9A3R1	EBP50
SLC9A3R1	NHERF
SLC9A3R1	NHERF-1
SLC9A3R1	NHERF1
SLC9A3R1	NPHLOP2
NRXN3	C14orf60
ADIPOQ	ACDC
ADIPOQ	ACRP30
ADIPOQ	ADIPQTL1
ADIPOQ	ADPN
ADIPOQ	APM-1
ADIPOQ	APM1
ADIPOQ	GBP28
KIF3B	FLA8
KIF3B	HH0048
KIF3B	KLP-11
ZFYVE9	MADHIP
ZFYVE9	NSP
ZFYVE9	PPP1R173
ZFYVE9	SARA
ZFYVE9	SMADIP
PLAA	DOA1
PLAA	NDMSBA
PLAA	PLA2P
PLAA	PLAP
PPT2	C6orf8
PPT2	G14
PPT2	PPT-2
TM9SF2	P76
SLC22A8	OAT3
COX5A	COX
COX5A	COX-VA
COX5A	VA
NRXN1	Hs.22998
NRXN1	PTHSL2
NRXN1	SCZD17
NRXN2	-
GRHPR	GLXR
GRHPR	GLYD
GRHPR	PH2
OTOF	AUNB1
OTOF	DFNB6
OTOF	DFNB9
OTOF	FER1L2
OTOF	NSRD9
COG1	CDG2G
COG1	LDLB
TSIX	LINC00013
TSIX	NCRNA00013
TSIX	XIST-AS
TSIX	XIST-AS1
TSIX	XISTAS
COX6CP1	-
COX5AP1	-
COX7CP1	-
LIPG	EDL
LIPG	EL
LIPG	PRO719
SLC22A14	OCTL2
SLC22A14	OCTL4
SLC22A14	ORCTL4
SLC22A13	OAT10
SLC22A13	OCTL1
SLC22A13	OCTL3
SLC22A13	ORCTL-3
SLC22A13	ORCTL3
CIAO1	CIA1
CIAO1	WDR39
TGFBRAP1	TRAP-1
TGFBRAP1	TRAP1
TGFBRAP1	VPS3
HS6ST1	HH15
HS6ST1	HS6ST
NMT2	-
CD101	EWI-101
CD101	IGSF2
CD101	V7
STOML1	SLP-1
STOML1	STORP
STOML1	hUNC-24
RECQL5	RECQ5
RECQL4	RECQ4
GRAP2	GADS
GRAP2	GRAP-2
GRAP2	GRB2L
GRAP2	GRBLG
GRAP2	GRID
GRAP2	GRPL
GRAP2	GrbX
GRAP2	Grf40
GRAP2	Mona
GRAP2	P38
SELENOF	SEP15
LPXN	LDPL
ZRANB2	ZIS
ZRANB2	ZIS1
ZRANB2	ZIS2
ZRANB2	ZNF265
TMPRSS11D	ASP
TMPRSS11D	HAT
PEX16	PBD8A
PEX16	PBD8B
SNRNP40	40K
SNRNP40	HPRP8BP
SNRNP40	PRP8BP
SNRNP40	PRPF8BP
SNRNP40	SPF38
SNRNP40	WDR57
ARHGAP29	PARG1
MED21	SRB7
MED21	SURB7
MED21	hSrb7
FAM189A2	C9orf61
FAM189A2	ENTREP
FAM189A2	X123
TJP2	C9DUPq21.11
TJP2	DFNA51
TJP2	DUP9q21.11
TJP2	PFIC4
TJP2	X104
TJP2	ZO2
FADS2	D6D
FADS2	DES6
FADS2	FADSD6
FADS2	LLCDL2
FADS2	SLL0262
FADS2	TU13
DDX23	PRPF28
DDX23	SNRNP100
DDX23	U5-100K
DDX23	U5-100KD
DDX23	prp28
CRIPT	HSPC139
CRIPT	SSMDF
CYP7B1	CBAS3
CYP7B1	CP7B
CYP7B1	SPG5A
HAND1	Hxt
HAND1	Thing1
HAND1	bHLHa27
HAND1	eHand
ZNF264	-
NTN1	MRMV4
NTN1	NTN1L
KCNK6	K2p6.1
KCNK6	KCNK8
KCNK6	TOSS
KCNK6	TWIK-2
KCNK6	TWIK2
CDYL	CDYL1
CDY2A	CDY
CDY2A	CDY2
ECEL1	DA5D
ECEL1	DINE
ECEL1	ECEX
ECEL1	XCE
ABCG2	ABC15
ABCG2	ABCP
ABCG2	BCRP
ABCG2	BCRP1
ABCG2	BMDP
ABCG2	CD338
ABCG2	CDw338
ABCG2	EST157481
ABCG2	GOUT1
ABCG2	MRX
ABCG2	MXR
ABCG2	MXR-1
ABCG2	MXR1
ABCG2	UAQTL1
MYLKP1	MYLKP
OR7E22P	OR3.6
OR7E22P	OR6DG
OR7E21P	OR4DG
OR7E21P	OR7E127P
OR7E21P	OR7E141P
OR7E21P	OR7E142P
OR7E21P	OR7E49P
OR7E21P	OST035
CHST2	C6ST
CHST2	GST-2
CHST2	GST2
CHST2	Gn6ST-1
CHST2	HEL-S-75
CHST2	glcNAc6ST-1
NCR2	CD336
NCR2	LY95
NCR2	NK-p44
NCR2	NKP44
NCR2	dJ149M18.1
NCR1	CD335
NCR1	LY94
NCR1	NK-p46
NCR1	NKP46
MED23	ARC130
MED23	CRSP130
MED23	CRSP133
MED23	CRSP3
MED23	DRIP130
MED23	MRT18
MED23	SUR-2
MED23	SUR2
MED17	CRSP6
MED17	CRSP77
MED17	DRIP80
MED17	SRB4
MED17	TRAP80
MED26	CRSP7
MED26	CRSP70
MED27	CRAP34
MED27	CRSP34
MED27	CRSP8
MED27	MED3
MED27	TRAP37
MED7	ARC34
MED7	CRSP33
MED7	CRSP9
QKI	Hqk
QKI	QK
QKI	QK1
QKI	QK3
QKI	hqkI
ITM2B	ABRI
ITM2B	BRI
ITM2B	BRI2
ITM2B	BRICD2B
ITM2B	E25B
ITM2B	E3-16
ITM2B	FBD
ITM2B	RDGCA
ITM2B	imBRI2
GSTO1	GSTO 1-1
GSTO1	GSTTLp28
GSTO1	HEL-S-21
GSTO1	P28
GSTO1	SPG-R
AIM2	PYHIN4
MAP4K4	FLH21957
MAP4K4	HEL-S-31
MAP4K4	HGK
MAP4K4	MEKKK4
MAP4K4	NIK
LY86	MD-1
LY86	MD1
LY86	MMD-1
LY86	dJ80N2.1
EIF2AK3	PEK
EIF2AK3	PERK
EIF2AK3	WRS
ITM2A	BRICD2A
ITM2A	E25A
GGPS1	GGPPS
GGPS1	GGPPS1
HOMER3	HOMER-3
HOMER3	VESL3
HOMER2	ACPD
HOMER2	CPD
HOMER2	DFNA68
